#        k_frame                  mesh_V                 im_ener                  im_err                 reg_ener       
            0               0.3600000000000002             0.0                     0.0             0.20822663934601007  
            1               0.3607976221787233     0.007917811112720203    0.012476406851810073   0.0020763379243779138 
            2               0.3614334544861979     0.022782553321565684    0.035899366670450523    0.004861480172939138 
            3              0.36260400407926097     0.023009593984565826    0.03625712358624051    0.0013884580906235637 
            4              0.36374054853622667     0.020304987418863524    0.03199536848658067     0.003306062158120412 
            5              0.36443105533813197     0.014342712024665272    0.022600376294730135    0.002076209552685371 
            6               0.3650563859877127     0.020627753881046592    0.03250396431476933    0.0033866636401425755 
            7              0.36623412114186843     0.02635337983958526     0.04152605866926214    0.0016707019009230993 
            8               0.3672747813155301     0.022589356755307953    0.035594939231011896    0.005076612582745509 
            9               0.3679526632835646     0.018809629993571657    0.029639074889623803    0.003185237754424241 
            10             0.36874123165299394     0.022206509524656765    0.03499167176937476    0.0023381344757240686 
            11             0.36994505970421215     0.02755431695953425     0.04341842259391468    0.0031722650594920476 
            12              0.3710623560802425     0.023615660548769464    0.037212126544335256   0.0033972081654001394 
            13             0.37202194713603115     0.022594688256799226    0.035603340287918804    0.002586380845618773 
            14              0.3729964325735459     0.02484546779268726     0.03914998226051567    0.0026548433122415326 
            15              0.3742726931215246     0.02207423334938764     0.03478323898966275     0.003480262107364746 
            16             0.37526892291845937     0.021275751366148378    0.03352503947657653    0.0026942933484346092 
            17             0.37609005540794627     0.023251214994022325    0.03663785532825963    0.0018953722238792508 
            18              0.3772271264694413     0.03165849633618718     0.04988553970077103     0.003036421860684756 
            19              0.3783478811865092     0.027018346947944444    0.04257387353486717    0.0034364868215404475 
            20              0.3793081392783512     0.025390152249775817    0.04000826301459638     0.00239501146124081  
