#        k_frame                  mesh_V                 im_ener                  im_err        
            0               0.359999999999997              0.0                     0.0          
            1              0.36032591173097406     0.04636033138016484     0.07288400319330325  
            2              0.36170645750371927     0.04996196744705889     0.07854620721095902  
            3               0.3627298207580624     0.050853353736627756    0.07994757340574857  
            4              0.36360449753319346     0.04984624579499356      0.0783642788897505  
            5               0.3620719029083085     0.04759584627156107     0.07482638083835226  
            6               0.3618010103244134     0.04812184113698383     0.07565330787510628  
            7               0.3645460560406289     0.050080440704150214    0.07873246138540306  
            8              0.36624769340549246     0.05017325637129859      0.0788783787500862  
            9               0.3658286321296578     0.04807832234982738     0.07558489112035813  
            10             0.36574512691609573     0.04969251460111879     0.07812259500847278  
            11              0.3688551577103339     0.05228382712675157     0.08219644920171248  
            12             0.37019505251481044     0.05180976121109366     0.08145116070436946  
            13             0.36897004611022366     0.05173642443871964     0.08133586649932888  
            14              0.3694280653897577     0.05048250585801462      0.0793645560466312  
            15             0.37200082178350513      0.0492090569833942     0.07736254162867444  
            16             0.37402995103924114     0.05183949726977622     0.08149790935631943  
            17              0.3727559505224929     0.049374986538397544    0.07762340279719278  
            18              0.3748842077149252     0.053412474782824966    0.08397081873101578  
            19             0.37494311078974624     0.051215141122723365    0.08051634658356004  
            20             0.37735993826346115     0.053134795599751185    0.08353427373956815  
