#        k_frame                  mesh_V                 im_ener                  im_err                 reg_ener       
            0               0.3600000000000002             0.0                     0.0             0.17036725037400824  
            1               0.3607882177526892     0.00791926962374787     0.012478705085086918    0.004335378955735976 
            2              0.36141545137058206     0.022743934495006564    0.03583851346425102     0.00969863076685127  
            3              0.36261348917910624     0.022997069195467484    0.036237387782708526   0.0032269553363295732 
            4               0.3636602265327881     0.02035082395192462     0.032067594917219805   0.0023874565956202207 
            5               0.364419920720485      0.014334468076838313    0.022587385981411218    0.004037741498707919 
            6              0.36502724645246065     0.020666827543316908    0.03256553422351488     0.01033676694246212  
            7               0.366233100453575      0.026326434293128375    0.04148359951032864    0.0051362339311860124 
            8               0.3672788371293462     0.022617700589749382    0.035639601727401014   0.0043307157601001995 
            9              0.36793323172437126     0.018750926341941962    0.029546573233422083    0.006690959189864844 
            10              0.3687031839115833     0.022235825866887167    0.03503786668459392     0.011323715385417545 
            11              0.3699368577731621     0.027561554268863423    0.043429826707301285    0.007807853736681411 
            12              0.371043491443427      0.02350502671316025     0.03703779645171417     0.009013328599664725 
            13              0.3719917269092685     0.02268764562813618     0.03574981687951259     0.011225827994557779 
            14              0.3729634616044215     0.02483877595909907     0.03913943767474035     0.012184752812738358 
            15             0.37426909640731354     0.02215500190978486      0.0349105091917432     0.011569895500555552 
            16              0.3752544136220538     0.021205773210198477    0.03341477213981628      0.0130703558836864  
            17              0.3760454815797393     0.023321924314208833    0.036749274789307965    0.017811107698717625 
            18              0.3771909684420442     0.031675804184054926    0.049912812358410004    0.014408218500415558 
            19              0.3783173597524205     0.02702596531822659     0.04258587810100731     0.015108936446025192 
            20              0.3792765615052454     0.02548300700459512     0.040154577909301256    0.01742042297233438  
