#        k_frame                  mesh_V                 im_ener                  im_err                 reg_ener       
            0              0.35999999999999727             0.0                     0.0              0.2005201569252669  
            1              0.36131329778781024     0.06423468187136841     0.10082597067779697     0.08099290082503721  
            2              0.36119902704483026     0.06695843333311235     0.10510130725633479      0.0802732759310104  
            3              0.36207794963931783     0.06789626543703925     0.10657337545152853     0.09961101894272158  
            4               0.363344303395948      0.06747672687258036      0.1059148467289446     0.08257763189252652  
            5              0.36310431028119494     0.06649614710590894     0.10437567966340766     0.08200118199325133  
            6              0.36435822287169367     0.06588135096852679     0.10341066488455897     0.08292369675260985  
            7               0.3654287994544297     0.06787243550771951     0.10653597080212657     0.08340927350924995  
            8               0.3666317354365867     0.06728286520716921     0.10561055175895573     0.09206903368245768  
            9               0.3673482653047479     0.06639000833148684     0.10420907893237127     0.09711589414095614  
            10              0.3679155245435262     0.06644750886419622      0.1042993346455781     0.07412512460102581  
            11              0.3685933360095487      0.0679486940426351     0.10665567001416171     0.08415585667104032  
            12              0.3705627209717328     0.06827053749460776     0.10716085159996638      0.0796512199502479  
            13              0.3709386700629148     0.06822691794152351      0.1070923841669205     0.09163569123790549  
            14             0.37182702653517125     0.06674260269045239     0.10476252868042807      0.0788317267255637  
            15              0.3731480421775232     0.06671679626465529      0.1047220216232603     0.07663383726290413  
            16             0.37407464152888287      0.0694064304749687     0.10894380605688003     0.12388947529199743  
            17              0.3751522376203792     0.06646950223124422     0.10433385653494509     0.09282066444889599  
            18              0.3759822478894938     0.06990488314750529      0.1097262023120072     0.08814457850050972  
            19             0.37731020506527213     0.06642794622963956     0.10426862815555235     0.07746671213762216  
            20             0.37830951741413643     0.06861016858622819      0.1076939535549751     0.11027145457268722  
