#        k_frame                  mesh_V                 im_ener                  im_err                 reg_ener       
            0               0.3600000000000002             0.0                     0.0             0.15143755588800728  
            1               0.3607744499466964     0.00792335508711865      0.0124851427106461     0.006899649289861402 
            2              0.36138879943272645     0.02268447442906457     0.03574481989622236     0.014835031863101433 
            3              0.36262711446298435     0.02298464883009169     0.03621781652374939     0.006213645288009341 
            4               0.3636465973809662     0.02035406226008874     0.032072697646950525    0.005213819830597319 
            5               0.3644107417656556     0.01432521503330027     0.022572805596232204    0.008760684785362348 
            6              0.36493284800490006     0.020606880237341835    0.03247107289217377     0.01895360924532103  
            7              0.36622600272024325     0.026326212404795307    0.04148324987214208     0.010739028538208075 
            8               0.3672250276193797     0.02262358340472521     0.035648871510681704    0.010086247213815432 
            9               0.3679135601534775     0.01874003457047325     0.029529410640093446    0.014585448918473645 
            10             0.36866323084097824     0.022214847522564432    0.03500481028111047     0.021233860841795935 
            11              0.3699198048438863     0.027553539871520358    0.043417198105721796    0.016721041584442747 
            12              0.371032096674631      0.023498525546934195    0.037027552308011726    0.01896370937127927  
            13             0.37196018790820845     0.022669079681364314    0.03572056178587406     0.02266960464325541  
            14             0.37293898830921124     0.024833644095916638     0.0391313511957804     0.02458338258807968  
            15             0.37420386986204146      0.0221634715144851     0.03492385508148593     0.023926776633584248 
            16              0.3752520965592863     0.021197771667566357    0.03340216379391117     0.026376083118334247 
            17              0.3760255861567859     0.023300096809717685    0.03671488033069885     0.03312710393702187  
            18             0.37717558702930404     0.03167434372883274     0.04991051106158927     0.029424038170220466 
            19             0.37831182897132926     0.02704020218265986     0.04260831168908295     0.03068808870014829  
            20              0.3792641217635315     0.02548040895491038     0.04015048406007618     0.03441907836037484  
