#        k_frame                  mesh_V                 im_ener                  im_err                 reg_ener       
            0              0.35999999999999727             0.0                     0.0             0.22057217261779363  
            1               0.3613459328807572     0.06385478608739548     0.10022966724700896     0.14350362871201763  
            2               0.3612112919376229     0.06654261576501207     0.10444861919581713     0.14839168580169965  
            3               0.3622365445628598     0.06748417150582733     0.10592653219778479     0.18255180543887087  
            4              0.36362935015605574     0.06715168749122422      0.1054046486524698      0.1452618401293204  
            5               0.3631811876189033       0.06613155831464      0.10380340285426042     0.14984079824590274  
            6              0.36456867366311885     0.06531180945781054     0.10251668403206157     0.15132692015787783  
            7               0.366111568592074      0.06719021679771439     0.10546512617976873      0.1435702460304921  
            8               0.3666748545820171     0.06685286391784871     0.10493560021992167     0.15697849989414847  
            9               0.3674052291158822     0.06587802782072429     0.10340544870549288     0.17277705279429972  
            10             0.36794025263294744     0.06618009965205338     0.10387959576625308     0.13189062443200963  
            11              0.3685490919595783     0.06777779314484216     0.10638741541387917      0.1536683977011441  
            12             0.37064993024698634     0.06791737030683076     0.10660650271114537      0.1471493842064588  
            13              0.3709267555077445     0.06802460334549047     0.10677482105408115     0.15588957617044646  
            14              0.3718200560747007      0.0664198892877752     0.10425598157646918     0.14242652748354526  
            15              0.3732278612427464     0.06641048639587852     0.10424122232687003     0.13918492029762872  
            16             0.37431355249177006      0.0690702854167165     0.10841617595427142     0.19124557539310977  
            17              0.3751489833175943     0.06608328989166723     0.10372763832242912     0.16198601646355326  
            18              0.3761716444431839      0.0692615371949624      0.1087163743147788     0.16629133019147338  
            19             0.37724787603710014      0.0663703031218756     0.10417814864940605     0.22142013223040066  
            20              0.3782824850558206      0.0683014821556123     0.10720942388820975     0.15438167983983142  
