#                                  k_frame                                                                       mesh_V                                                                      im_ener                                                                       im_err                                           reg_discrete-equilibrated_ciarletgeymonatneohookean_0.05_ener         reg_discrete-tractions-normal-tangential_ciarletgeymonatneohookean_0.05_ener
                                      0                                                                    0.3600000000000002                                                                  0.0                                                                          0.0                                                                  0.18929694486000911                                                                  0.0                                     
                                      1                                                                   0.36078625321397906                                                          0.007917140851529857                                                         0.012475350694850947                                                         0.005706088582575293                                                         0.009066706103351245                            
                                      2                                                                   0.36140767153694564                                                          0.02273699312216875                                                          0.03582757566965075                                                          0.01209070073659085                                                          0.020113147953305897                            
                                      3                                                                    0.3626101548172082                                                          0.02299590736259266                                                          0.03623555703688323                                                          0.004482971029393134                                                         0.007101595674554257                            
                                      4                                                                    0.3636450913216744                                                          0.020360362514907016                                                         0.03208262520663386                                                         0.0049748235378085075                                                         0.009163323346330556                            
                                      5                                                                    0.3644002343870986                                                          0.014337694725129364                                                         0.022592470338220663                                                        0.0060656922373374025                                                         0.010488201094722812                            
                                      6                                                                   0.36495346701590325                                                          0.020622493620330275                                                         0.032495675514757676                                                         0.013634743135218425                                                         0.021049218319036497                            
                                      7                                                                   0.36621128206315096                                                          0.026352442047622607                                                         0.041524580953527096                                                        0.0069315412172317025                                                         0.016458580938012193                            
                                      8                                                                    0.367245769432748                                                           0.02264711680844615                                                          0.03568595402190234                                                          0.009320900716828591                                                         0.023519728061557218                            
                                      9                                                                    0.367906198881779                                                           0.01881514056349435                                                          0.029647758111711584                                                         0.009427015443223743                                                         0.02170032225710256                             
                                      10                                                                   0.3686987823377022                                                          0.022266231874188715                                                         0.03508577862798744                                                          0.013738782136156648                                                         0.02504914885182969                             
                                      11                                                                   0.3699082893709166                                                          0.02758033996536217                                                          0.04345942806924037                                                          0.009717938788122738                                                         0.024891794709187735                            
                                      12                                                                  0.37099217987691596                                                          0.023561193372916296                                                         0.037126300469888816                                                         0.010909095267308854                                                         0.026452241492743892                            
                                      13                                                                  0.37191805229628977                                                          0.022653591350568714                                                         0.035696156212956194                                                         0.013053835742520439                                                         0.026670854249203374                            
                                      14                                                                  0.37291174952717693                                                          0.024877069782351068                                                         0.03919977876042698                                                          0.014556171972561847                                                         0.032171268319335165                            
                                      15                                                                  0.37417532015899013                                                          0.022106960005569786                                                         0.034834807670907464                                                         0.013330404377617169                                                         0.03453670220187032                             
                                      16                                                                   0.3751467221328566                                                          0.02125857290523811                                                          0.03349797069906299                                                          0.014625696543436898                                                         0.03598318321786081                             
                                      17                                                                   0.3759371967505361                                                          0.023337686666681144                                                         0.036774112148975496                                                         0.018853960956142866                                                         0.03889357973807693                             
                                      18                                                                  0.37709974277732106                                                          0.03176407340924721                                                          0.05005190165345819                                                          0.016458032275534298                                                         0.040559665022082386                            
                                      19                                                                   0.3783120040327704                                                          0.02707507283990019                                                          0.04266325875724696                                                          0.015774004947508406                                                         0.04379713080708559                             
                                      20                                                                   0.3791296477436896                                                          0.025573736975411362                                                         0.04029754469815754                                                          0.01930136237996034                                                          0.04452811395808238                             
