#        k_frame                  mesh_V                 im_ener                  im_err                 reg_ener       
            0              0.35999999999999727             0.0                     0.0              0.2005201569252669  
            1               0.3606468359820122     0.008477306744189462    0.01337954431147505     0.020301883966322522 
            2               0.3608140062381071     0.018064150947508427    0.028510246867853743    0.04108750129551601  
            3              0.36219493790427243     0.018621945964925057    0.029390602312979183    0.017838099403749638 
            4               0.3633942008976342     0.01702606395732321     0.02687185730575977     0.019603320908421738 
            5               0.3640730021340866     0.01220127782420163     0.019257004875683797    0.03018755833017661  
            6              0.36424689217972217     0.016806885400432816    0.02652593267397147     0.050206058315665145 
            7               0.3655852752633029     0.02166132290518436     0.03418758320308887     0.02446338322504783  
            8              0.36663231612535263     0.018305222302677095    0.028890724415267882    0.033321136855926414 
            9               0.3673397769748976     0.015384396699449016    0.024280850458392747    0.04595138380512805  
            10              0.3677821670112143     0.018018483736678203    0.028438171326727046     0.0539825556787235  
            11             0.36920797793195853     0.02243586288341604     0.03541002238955133     0.038896135870394956 
            12             0.37065434264225144     0.019650952576359765     0.031014660515654      0.04302101422450318  
            13              0.3714739684667686     0.018830579154437248    0.02971988342644556     0.04378256174418919  
            14              0.372290407208059      0.02045017249744155      0.0322760515059065     0.041309928829336304 
            15             0.37373125824528636      0.0182459460760637     0.02879717006781731     0.04304377688843769  
            16             0.37497775388179344     0.017723110155313974    0.02797198978587263     0.036642656863941366 
            17             0.37550983372714325     0.01852051535305818     0.029230516638723846    0.05306482054093471  
            18              0.3766155078188277     0.025544838550520546     0.0403168493991831     0.043223269769263016 
            19             0.37794042779106113     0.021601330302558255    0.03409289821534239     0.046619482270462226 
            20              0.3788770989803585     0.020794388387853874    0.032819319774645535     0.0442928094665708  
