#        k_frame                  mesh_V                 im_ener                  im_err                 reg_ener       
            0               0.359999999999997              0.0                     0.0             0.18058498691751843  
            1              0.36063065117256354     0.008387376313749844    0.013247900640269704    0.018216559477114657 
            2              0.36081789453585045     0.018028780828262262    0.02847654476721996     0.03162385022415211  
            3              0.36217475974007035     0.018514862948985997    0.029244313780731723    0.014498853189268461 
            4              0.36335484186236544     0.017021780155719195    0.02688598243217064     0.01457625226855495  
            5               0.3640615753610098     0.012195645929224652    0.01926308054753827     0.023413299412420024 
            6               0.3642309399247376     0.01680404050826811     0.026542061627025597    0.04157376993941021  
            7               0.3655235486588027     0.021570110442218352    0.034070091676904286    0.01891613960960415  
            8              0.36658744408484606     0.01824341945922352     0.02881556750212179     0.020870720506641256 
            9               0.3673156456105562     0.01531075766616192     0.024183414300374552    0.03190641379076496  
            10              0.3678529252934207     0.018020454424869034    0.028463393173596644    0.037624508867887214 
            11             0.36924856210163326     0.02234593319100093     0.03529550738568597     0.030287835354846675 
            12              0.3706416042559772     0.019653855960202613    0.03104335864030512     0.031459957427461126 
            13             0.37157962253718424     0.018864115244399682    0.029795959436649363    0.03131912921266338  
            14             0.37234499467069754     0.020443206082061797    0.03229014089897547     0.032137843587344464 
            15             0.37380725627378725     0.018277326358144573    0.028869123609672295    0.031359808763265835 
            16              0.375056580223118      0.017767786475186013    0.02806430294953052     0.030031745376292333 
            17              0.3756048280036987     0.01859007697943668     0.02936311469831204     0.047471632230273175 
            18              0.3766796324877354     0.025546213297776087    0.04035036498234412     0.03469465585875709  
            19             0.37799382548605304     0.02166690953778814     0.03422298630714452     0.03566282709796759  
            20             0.37897619987982245     0.020834289169412785    0.032907858489018775    0.03597103521846856  
