#                               k_frame                                                                 mesh_V                                                                im_ener                                                                 im_err                                     reg_discrete-equilibrated_ciarletgeymonatneohookean_0.025_ener     reg_discrete-tractions-tangential_ciarletgeymonatneohookean_0.025_ener
                                   0                                                              0.3600000000000002                                                            0.0                                                                    0.0                                                            0.22715633383201092                                                            0.0                                  
                                   1                                                              0.3607930264253859                                                    0.007931019163014072                                                   0.012497219296921417                                                   0.009158144310179205                                                  6.182268525411228e-05                         
                                   2                                                              0.3614275768257412                                                    0.022654270321130102                                                   0.03569722609361433                                                    0.018692916854174412                                                  0.00014039935083312095                        
                                   3                                                              0.3626987508184509                                                     0.0230244819584287                                                    0.036280583153091496                                                   0.00961514518152805                                                   7.253804007576503e-05                         
                                   4                                                              0.3637349754128058                                                    0.020368718179135843                                                   0.03209579155588769                                                    0.013579925702744248                                                  9.771231223254798e-05                         
                                   5                                                             0.36451659459669283                                                    0.014363247398600495                                                   0.022632734692325438                                                   0.017414574428942915                                                  0.00011279126775854339                        
                                   6                                                             0.36507282627366944                                                    0.020573938000828657                                                   0.032419164512509764                                                   0.026840160906233958                                                  0.0001880911786538107                         
                                   7                                                              0.3663579502417871                                                    0.026471591864865952                                                   0.041712330013852446                                                   0.024546058792593656                                                  0.00016852052615991617                        
                                   8                                                             0.36740749570076614                                                    0.02294949390782389                                                    0.03616242152798444                                                    0.03405116252262238                                                   0.00024391168740120893                        
                                   9                                                              0.3680972918579658                                                    0.019179216990760414                                                    0.0302214476790754                                                    0.03325396558641926                                                   0.00022794943559554143                        
                                   10                                                             0.3689076910475354                                                    0.02252592873065143                                                    0.035494993194139395                                                   0.03654217531847198                                                   0.0003128537585148107                         
                                   11                                                            0.37014959897266086                                                    0.027895157928799146                                                   0.04395549913486454                                                    0.038043061201644184                                                  0.0003812747330195119                         
                                   12                                                             0.3712537287328823                                                    0.02396789431573327                                                    0.03776715516538003                                                    0.040749542310468956                                                   0.000435466867132299                         
                                   13                                                            0.37218753471310295                                                    0.023041198242377128                                                   0.036306923660161174                                                   0.042182839697024146                                                  0.0004976957520118855                         
                                   14                                                             0.3732097348344258                                                    0.02522469867404479                                                    0.03974755129812328                                                    0.04412962038354667                                                   0.0005843435317695418                         
                                   15                                                            0.37447914839958846                                                    0.022490789535544793                                                   0.035439622980281776                                                   0.047546887835278245                                                  0.0006418015274422635                         
                                   16                                                            0.37555026701934063                                                    0.021655226422776605                                                   0.034122993270776204                                                   0.05091816249470733                                                    0.00071991234705053                          
                                   17                                                             0.3763605303609236                                                    0.023670407001848123                                                    0.0372983926869066                                                    0.05573249302067377                                                   0.0008135191595274904                         
                                   18                                                             0.3775445572629769                                                    0.03217816278897397                                                    0.05070439860001769                                                    0.06003753418407023                                                   0.0009462322441528872                         
                                   19                                                             0.3788038108778074                                                    0.02770679619632015                                                    0.043658690133454504                                                   0.06551662326330329                                                   0.0009924176683071204                         
                                   20                                                             0.3796342500388572                                                    0.026276828113072886                                                   0.041405433098434564                                                   0.06978065017687927                                                    0.001094852651071291                         
