#        k_frame                  mesh_V                 im_ener                  im_err                 reg_ener       
            0               0.3600000000000002             0.0                     0.0             0.20822663934601007  
            1               0.3607764350431039     0.007923769890278758    0.012485796332324519    0.005465333596337129 
            2               0.3613920084698411     0.022673246947333518    0.03572712831100976     0.01159443917991872  
            3              0.36262526888364094     0.022990773617763628    0.036227467592938614   0.0042208436026425124 
            4               0.3636708876711538     0.020351396891020772     0.0320684977199216     0.005992577157899172 
            5              0.36441521137631444     0.014312980686759699    0.02255352745447899     0.005854534539556621 
            6               0.364940594804251      0.020527660477413282    0.032346243195998846    0.011236527097827523 
            7               0.3662248499886872     0.02634036951051294     0.04150555778126781     0.004318014854767715 
            8               0.3672243888993971     0.022600217454563754    0.035612052862630715    0.010156200497212551 
            9              0.36792228567650587     0.018762799713838162    0.02956528257320942     0.008309102106220236 
            10             0.36867662829534575     0.022173480941831768    0.034939627330426055    0.008718786960491094 
            11              0.369920160183135      0.027537768842434047    0.04339234707397182    0.0076731958502307745 
            12              0.3710409341831729     0.023556650519042804    0.03711914211609796     0.008692055614766277 
            13             0.37197413001605856     0.02258765033233256      0.0355922503531138     0.007933942851067152 
            14              0.3729547197456367     0.024807284658570832    0.039089815592059984    0.008103136639953733 
            15             0.37427570089439877     0.02206949106308187     0.034775766382332735    0.008989923446170323 
            16             0.37526605552967146     0.021243829454875574    0.03347473886358425     0.006967914645013096 
            17              0.3760534838625992     0.023224831249843758    0.03659628142330539     0.007663011984710429 
            18              0.3772012701229868     0.03164505137971362     0.04986435395326066     0.007846735064736533 
            19              0.378335121613152      0.026989032024682183    0.04252768085557201     0.007945338904811899 
            20             0.37928771003842354     0.02539523443860241     0.04001627121971717     0.00661727639600585  
