#                              k_frame                                                               mesh_V                                                              im_ener                                                               im_err                                    reg_discrete-equilibrated_ciarletgeymonatneohookean_0.4_ener     reg_discrete-tractions-tangential_ciarletgeymonatneohookean_0.4_ener
                                  0                                                            0.359999999999997                                                           0.0                                                                  0.0                                                          0.20064998546390933                                                          0.0                                 
                                  1                                                            0.3608106085896647                                                  0.008745112313233383                                                 0.013812946346974934                                                 0.004792133375473566                                                2.7291383705692857e-05                       
                                  2                                                            0.3611655001165813                                                  0.01862020676274141                                                  0.02941070483384459                                                  0.008631197527391676                                                6.0104593163740245e-05                       
                                  3                                                            0.3622439123189086                                                  0.018686851558455585                                                 0.029515970604543956                                                0.0021926326468937225                                                5.077113334644024e-05                        
                                  4                                                           0.36337709992203787                                                  0.017170137146355523                                                 0.02712031300203162                                                 0.0034246719948752137                                                4.717926040925692e-05                        
                                  5                                                           0.36431752486012925                                                  0.012434138189244402                                                 0.01963978020259434                                                  0.003400046346854577                                                3.131431265509304e-05                        
                                  6                                                            0.3648321573128623                                                  0.017618882551358545                                                 0.027829108496101894                                                 0.008162225707522596                                                8.529927267037213e-05                        
                                  7                                                            0.3659120174681473                                                  0.021808213602979437                                                 0.03444617674783713                                                  0.004528954258486886                                                7.192961952072908e-05                        
                                  8                                                            0.3672592572893538                                                  0.01897774413311942                                                  0.02997543680493622                                                  0.062204033635572205                                                 0.005804807898962544                        
                                  9                                                           0.36812248419979826                                                  0.01625909644924373                                                  0.025681319902986673                                                 0.06781032001809742                                                  0.008093291490276603                        
                                  10                                                           0.3689732790594931                                                  0.01934411952839684                                                  0.030554128478245058                                                 0.07451562093939681                                                  0.009599698915105466                        
                                  11                                                          0.37016353795659207                                                  0.023125336006163663                                                 0.03652657782628316                                                  0.07882475453665365                                                  0.010936040970103726                        
                                  12                                                           0.3713180873103119                                                  0.02031353979111833                                                  0.032085332377865566                                                 0.08106161114962722                                                  0.010621011502848735                        
                                  13                                                           0.3723243077007898                                                  0.01977803651188299                                                  0.031239502410248834                                                 0.08510185315886493                                                  0.010842645141503664                        
                                  14                                                           0.3733297032812241                                                  0.021292564578976023                                                 0.03363170667046019                                                   0.0940064630514852                                                  0.012050751814237887                        
                                  15                                                           0.3746432142616414                                                  0.01922489992954241                                                  0.030365820556802793                                                 0.13815888718816322                                                  0.010693592004732872                        
                                  16                                                          0.37570391797300823                                                  0.018827778242387114                                                 0.02973856496974812                                                  0.14726465902165203                                                  0.012622825027158984                        
                                  17                                                          0.37669720888298963                                                  0.020539489480561144                                                 0.03244222098324876                                                  0.18590078828854756                                                 0.0036616913523879174                        
                                  18                                                           0.3778886291010724                                                  0.027005924525807135                                                 0.04265598578544789                                                    0.19876110272154                                                  0.0038891519650399676                        
                                  19                                                          0.37899118452897157                                                  0.023050718062935023                                                 0.03640871843129527                                                  0.19021970349098344                                                  0.016140911932085316                        
                                  20                                                          0.37997972985849127                                                  0.02261145294052206                                                  0.03571489708850862                                                   0.2132948825849034                                                  0.01734430376623248                         
