#                                  k_frame                                                                      mesh_V                                                                     im_ener                                                                      im_err                                           reg_discrete-equilibrated_ciarletgeymonatneohookean_0.4_ener        reg_discrete-tractions-normal-tangential_ciarletgeymonatneohookean_0.4_ener
                                      0                                                                   0.3600000000000002                                                                 0.0                                                                         0.0                                                                 0.18929694486000911                                                                 0.0                                    
                                      1                                                                   0.3608531560006052                                                         0.008109273377425449                                                        0.01277810148397855                                                         0.002221796457927707                                                        0.008439284855631078                           
                                      2                                                                  0.36152662327685053                                                         0.02345443615516324                                                         0.03695807891672311                                                         0.004358154198325555                                                        0.017120506948699942                           
                                      3                                                                  0.36260681466102423                                                         0.02370016839698505                                                         0.03734528888952114                                                         0.006889301785116538                                                        0.024024599525116555                           
                                      4                                                                  0.36366145805287714                                                         0.021802908876158825                                                        0.03435570232976221                                                         0.009352148749276267                                                        0.03171166944898378                            
                                      5                                                                   0.3645157407504004                                                         0.017213175272807368                                                         0.0271234783019824                                                         0.011559082835473827                                                        0.03974485819489846                            
                                      6                                                                  0.36524633031577214                                                         0.02403670829294677                                                         0.037875588059848496                                                        0.013803792412678083                                                        0.04873574824056853                            
                                      7                                                                   0.3663274400565345                                                         0.029802241992323283                                                        0.046960566613539964                                                        0.01622634454636981                                                         0.05617373073693262                            
                                      8                                                                  0.36726181454960716                                                         0.027980217351010785                                                        0.044089530616922425                                                        0.01881252465055739                                                         0.06380241556846342                            
                                      9                                                                   0.3680035462598058                                                         0.02649412031685084                                                         0.04174782898303767                                                         0.020822967816016908                                                        0.07180216309374374                            
                                      10                                                                 0.36879746224325854                                                         0.029990809131975542                                                        0.047257699283123865                                                        0.02282653757972075                                                         0.08009648068992613                            
                                      11                                                                  0.3699809657954486                                                         0.03522751482824466                                                          0.0555093827218563                                                         0.025236971055509597                                                        0.08756131773295774                            
                                      12                                                                  0.3710207580762455                                                         0.03377899977844029                                                         0.05322690050106984                                                         0.026915356748939863                                                        0.09391218965203463                            
                                      13                                                                  0.3719808251416777                                                         0.03464842916918355                                                         0.054596894638768795                                                        0.028488378666588505                                                        0.10069645501942913                            
                                      14                                                                  0.3729692166168735                                                         0.03751124392667808                                                         0.05910794461803469                                                         0.03014842704241269                                                         0.10695272234430224                            
                                      15                                                                 0.37420514015437156                                                         0.03726879753254151                                                         0.05872591228486339                                                         0.03187808942765761                                                         0.11245349857963464                            
                                      16                                                                 0.37515815961831495                                                          0.038285395619792                                                          0.06032780593460361                                                          0.0338237138010815                                                         0.11997530700675833                            
                                      17                                                                  0.3759714316044752                                                         0.04113839383267999                                                         0.06482338759786062                                                         0.03521495838601183                                                         0.12747697125515772                            
                                      18                                                                 0.37724699478547685                                                         0.047836922926285205                                                        0.07537852374479924                                                         0.03689089637473468                                                         0.13296683003758847                            
                                      19                                                                 0.37844348393466665                                                         0.04631642363770417                                                         0.07298261312352307                                                         0.038561616726199226                                                         0.1372405481501381                            
                                      20                                                                 0.37924815956070435                                                         0.047494340760169305                                                        0.07483870353138573                                                         0.03939269254544253                                                          0.1432365112350002                            
