#                                  k_frame                                                                      mesh_V                                                                     im_ener                                                                      im_err                                           reg_discrete-equilibrated_ciarletgeymonatneohookean_0.2_ener        reg_discrete-tractions-normal-tangential_ciarletgeymonatneohookean_0.2_ener
                                      0                                                                   0.3600000000000002                                                                 0.0                                                                         0.0                                                                 0.18929694486000911                                                                 0.0                                    
                                      1                                                                   0.360836873510615                                                          0.007930770014294354                                                        0.012496826703469823                                                       0.0037727180071914497                                                        0.01484302848658834                            
                                      2                                                                   0.3614996361451014                                                         0.02299375094581906                                                          0.0362321590860321                                                        0.0075960211734410425                                                        0.030571783011376533                           
                                      3                                                                   0.362610913390684                                                          0.023136655553525134                                                        0.036457339505387515                                                        0.01033303178175201                                                         0.040629829072360485                           
                                      4                                                                   0.3636573720898444                                                         0.020554795112617125                                                        0.032389000309519106                                                        0.01436036784835825                                                         0.05324812027807231                            
                                      5                                                                  0.36446555310231726                                                         0.014941711638715325                                                        0.02354424358110168                                                         0.017996957762366827                                                        0.06743349952903652                            
                                      6                                                                  0.36516186140563545                                                         0.02148088065076568                                                         0.03384826977036248                                                         0.021679961813351797                                                        0.08302347350684089                            
                                      7                                                                  0.36627356729824956                                                         0.026938521918496282                                                        0.04244809009166871                                                         0.025348158823582916                                                        0.09519810834808885                            
                                      8                                                                   0.3672644511628849                                                         0.023801622264058863                                                         0.0375051537441233                                                          0.0297151167749965                                                         0.10870322523996387                            
                                      9                                                                  0.36800456107396784                                                         0.02040722516780884                                                         0.03215646853472475                                                         0.032685478205422766                                                        0.12353001519374283                            
                                      10                                                                  0.3688693629986525                                                         0.024156196328016657                                                        0.038063870063325476                                                         0.0360788258607454                                                         0.13856955483364797                            
                                      11                                                                  0.3700254100174902                                                         0.02944196142747101                                                         0.04639285833610006                                                         0.03987999433004171                                                          0.1513798021746918                            
                                      12                                                                  0.3710752752414148                                                         0.02560013401209689                                                         0.040339139548638596                                                        0.04306427082148537                                                         0.16454895243990683                            
                                      13                                                                 0.37205708109857694                                                         0.025438641384080685                                                        0.04008466925350093                                                         0.046365961300431434                                                         0.1785584763979694                            
                                      14                                                                  0.3730644645940549                                                         0.02753485431274405                                                         0.04338775453473637                                                         0.049415345449039944                                                        0.19209539001498174                            
                                      15                                                                  0.3743073365799519                                                         0.02539609648514742                                                         0.040017629580414035                                                         0.0528389583907187                                                         0.20423579625039706                            
                                      16                                                                  0.375278665164832                                                           0.0247076698967928                                                          0.0389328486881145                                                         0.056317597914400344                                                        0.21828401059995609                            
                                      17                                                                 0.37612129079261447                                                         0.027094038203543166                                                        0.04269314322778228                                                          0.0596170216151462                                                         0.23340234676545585                            
                                      18                                                                 0.37731083097278784                                                         0.03496156288879865                                                         0.05509031177506069                                                         0.06359249621074353                                                         0.24562435536005459                            
                                      19                                                                  0.3784070324464491                                                         0.030980669058964728                                                        0.048817460560527874                                                         0.0669502218607609                                                         0.25838597307820393                            
                                      20                                                                  0.3793404158984985                                                         0.030478012125179806                                                        0.048025404230375095                                                        0.07027290090600742                                                         0.27176471267712937                            
