#                                  k_frame                                                                      mesh_V                                                                     im_ener                                                                      im_err                                           reg_discrete-equilibrated_ciarletgeymonatneohookean_0.4_ener        reg_discrete-tractions-normal-tangential_ciarletgeymonatneohookean_0.4_ener
                                      0                                                                   0.359999999999997                                                                  0.0                                                                         0.0                                                                 0.20064998546390933                                                                 0.0                                    
                                      1                                                                   0.3607593357219284                                                         0.00890513739361031                                                         0.01406570671988312                                                         0.006443477698739421                                                       0.0023255761366273286                           
                                      2                                                                   0.3610412767375838                                                         0.019035715703428595                                                        0.03006700317500088                                                         0.012283329969859962                                                       0.0045362682929443315                           
                                      3                                                                   0.3621069654495821                                                         0.019027299216948613                                                        0.030053709294715077                                                        0.016291590140999266                                                        0.005195769804559524                           
                                      4                                                                  0.36325363450255366                                                         0.017740755132292018                                                        0.028021606815312045                                                        0.022191214931350418                                                        0.006804690999610823                           
                                      5                                                                  0.36416386952192864                                                         0.01371110479179247                                                         0.02165675500361364                                                         0.02772070914210476                                                         0.013806510058354147                           
                                      6                                                                  0.36471051259313186                                                         0.01939829929237802                                                         0.03063970567224305                                                         0.03318980875077302                                                         0.01156012415575797                            
                                      7                                                                  0.36572825381304497                                                         0.023532424001700004                                                        0.037169575244661884                                                        0.039944004281136876                                                        0.02114965575767711                            
                                      8                                                                   0.3668581219248636                                                         0.02084314867003976                                                         0.032921852112249454                                                        0.053907600318141805                                                        0.08238315902503494                            
                                      9                                                                  0.36757450909381584                                                         0.01880654705561297                                                         0.029705030209611297                                                         0.0717468386533595                                                         0.15074882609363682                            
                                      10                                                                  0.3685815024693572                                                         0.023146592008758734                                                        0.03656015178312675                                                         0.054645984836133185                                                        0.06995003150595236                            
                                      11                                                                  0.3696749567650133                                                         0.026823479788505043                                                        0.04236781345816648                                                          0.0662693388375729                                                         0.07725400670889193                            
                                      12                                                                 0.37085467493139407                                                         0.02453734697501016                                                         0.03875685584392538                                                         0.08813882281408243                                                         0.14724041735506255                            
                                      13                                                                  0.3716443049690611                                                         0.025768093258549996                                                        0.04070082543200595                                                         0.16359086153605207                                                         0.22847726898356013                            
                                      14                                                                 0.37279376529471314                                                         0.027268223495569476                                                        0.043070288251376355                                                        0.08825764975572703                                                         0.11537718448882098                            
                                      15                                                                 0.37391396908422486                                                         0.026198087403660343                                                        0.041380003222202505                                                        0.10453614405852149                                                         0.25272195060537295                            
                                      16                                                                  0.3749123743343852                                                         0.02818458520972892                                                         0.04451768592206749                                                         0.28785264232180696                                                          0.2684353005580923                            
                                      17                                                                  0.3756875815894573                                                         0.030334082526899064                                                        0.04791282712226781                                                          0.3211687703730627                                                         0.35001956849666777                            
                                      18                                                                  0.3769604348829978                                                         0.03603755891808802                                                         0.05692149511427474                                                         0.35106688704637007                                                         0.38522311612584603                            
                                      19                                                                 0.37817058943748383                                                         0.033880578262318724                                                        0.05351453394528913                                                         0.38318334789833053                                                          0.4331964550487657                            
                                      20                                                                  0.3790706562990064                                                         0.03424165825138238                                                         0.05408486149938529                                                          0.4191377221187539                                                          0.5159662376618215                            
