#        k_frame                  mesh_V                 im_ener                  im_err                 reg_ener       
            0              0.35999999999999727             0.0                     0.0              0.1604161255402135  
            1              0.36134890340862424     0.06386061828694585     0.10023882175924007      0.1420404935120721  
            2              0.36112367596796346     0.06655062836537941     0.10446119617426794      0.1465751373583208  
            3               0.3623380841897354     0.06772343434983844     0.10630209112937347     0.15337854119220143  
            4              0.36350347426913454     0.06715531450061508     0.10541034178788883      0.142171473657634   
            5               0.3639297164416667      0.0661126540471057     0.10377372977005467     0.15047857057937128  
            6              0.36461162089373234     0.06518626918515014     0.10231962973862725     0.15068675967719727  
            7              0.36641898614444324     0.06691467088691433      0.1050326155311078     0.14451006174175302  
            8               0.3668507032974401     0.06674408928645612     0.10476486211589804      0.1553745823139564  
            9                0.36739900792475       0.0658889980277014     0.10342266809126363      0.1740602827655875  
            10             0.36762255097643587     0.06602325152235893     0.10363339909391478     0.13241580715443163  
            11              0.3685543617333948     0.06761801451212188     0.10613661887736243     0.15194496713299904  
            12             0.37068423093464364     0.06790315375332262     0.10658418769742706     0.15074072041007228  
            13             0.37086545528206444     0.06789956497455563     0.10657855457070815     0.15052659736387516  
            14              0.3720498967752773     0.06668427822591685      0.1046709796826011     0.14408469596345838  
            15              0.3734836421705746     0.06640642451568483     0.10423484659647994      0.1389611137936124  
            16              0.3744599137420223      0.0689431344518814     0.10821659343780796     0.27047347864658267  
            17              0.3752912806365073     0.06612449004813627     0.10379230814949211     0.16589947694079155  
            18             0.37624693178986235     0.06931291428950535     0.10879701837305049     0.16686767719028395  
            19             0.37719149860923357     0.06608980543473769     0.10373786544484079     0.13592266012475093  
            20             0.37820902783293575     0.06828296101089122     0.10718035217274138      0.1599980092170946  
