#        k_frame                  mesh_V                 im_ener                  im_err                 reg_ener       
            0               0.359999999999997              0.0                     0.0              0.2407799825566912  
            1               0.3606118195877174      0.0083128500588063     0.013130186067362689    0.024619550821434938 
            2               0.3607601861642422     0.017941947251579254    0.028339390721293836    0.04499806425402131  
            3               0.3621868092958056     0.018486446226075735    0.029199429432211425    0.020330239575078526 
            4               0.3633676319570815     0.016985914122846012    0.026829331863257255    0.02458346891234789  
            5              0.36405482760368646     0.012129983377573697    0.019159366235992195    0.03552157143191838  
            6              0.36417300806372244     0.01662397889348641     0.026257653453060168    0.05534611197422567  
            7              0.36551039046464556     0.021548848900447747    0.03403650897090668     0.030304792837812847 
            8              0.36655720291245286     0.018217846519169224    0.028775174922100848    0.03616893464497839  
            9               0.3672655351084619     0.015265117607798235    0.02411132561187407     0.05102684583739262  
            10              0.3677738270240915     0.017860980453378642    0.02821150327978677      0.0584885615946306  
            11              0.3691966760356434     0.022316757799349263    0.03524942471629285     0.04653049567160881  
            12              0.3705912043942404     0.019579609449890564    0.030926085925369422    0.05184653306638248  
            13             0.37148952337976543     0.018752604085533066    0.029619827032702675    0.048957631229298866 
            14             0.37227712085332026     0.02035757194507064     0.032154881373727476    0.045545158321337646 
            15             0.37377157413250345     0.018187045021425464    0.028726523810428194    0.04836285242665327  
            16             0.37503279377786664     0.017697146805583746    0.02795272725659086     0.041593734297649156 
            17             0.37559679849333427     0.018407582977361447    0.02907486455708796     0.052381725246654985 
            18              0.3765896591120799     0.025481620901665576    0.040248340986546276    0.048971327372711114 
            19              0.3779636525111687     0.02153036694442367     0.03400731663376981     0.055303712734610024 
            20             0.37891601756114773     0.020738327118926512    0.03275628597545519     0.051112258212253174 
