#        k_frame                  mesh_V                 im_ener                  im_err                 reg_ener       
            0               0.359999999999997              0.0                     0.0             0.20064998546390933  
            1              0.36061119132197345     0.008315193799057721    0.01313388801619817     0.025286746695005646 
            2              0.36075957892631083     0.017945458825201967    0.028344937268474323    0.046338594470504445 
            3              0.36218641097259485     0.018487143694718555    0.02920053108723847     0.02053095789451694  
            4               0.3633676650895835     0.01698897502100146     0.026834166566401182    0.022860153981059186 
            5               0.3640502836031814     0.012133872899319527    0.01916550975402446     0.03558529186073152  
            6              0.36416674214950595     0.01663583468247617     0.02627637972796104     0.05777764159130101  
            7              0.36551101865462304     0.02154692507616964     0.03403347028134129     0.028971923088107122 
            8               0.3665581362612255     0.01821437809081327     0.028769696523073696    0.032712277565108416 
            9               0.3672588542581688     0.015257449062525925    0.02409921310827072     0.05039581843945872  
            10             0.36776893350481143     0.017870973803285256    0.028227287823328617    0.060343949395438586 
            11              0.3691908804804864     0.02230329405375183     0.035228158666309115     0.0459401996554243  
            12             0.37059347254631153     0.01957875699656678     0.03092473947130423     0.04796948989751546  
            13              0.3714801373392684     0.018757503725006373    0.029627566036473034    0.04885137323032286  
            14             0.37227229527305744     0.020363287631464513    0.03216390932747659     0.04673217678303934  
            15              0.373774449612291      0.018179906324707333    0.028715248205127428    0.04664830661010262  
            16              0.375033662176619      0.017688323998819762    0.027938791591490684    0.03988351688830516  
            17              0.3755536191778709     0.01841050234533156     0.029079475712633356    0.06235813748937732  
            18              0.3765913036568405     0.025479696655649416    0.04024530163084362      0.0482158606354222  
            19              0.3779601712673613     0.021541440612447588    0.03402480754489821     0.052097457256010456 
            20              0.3788886742621435     0.02074646076985165     0.03276913311564159      0.0507637830741191  
