#                                  k_frame                                                                      mesh_V                                                                     im_ener                                                                      im_err                                           reg_discrete-equilibrated_ciarletgeymonatneohookean_0.1_ener        reg_discrete-tractions-normal-tangential_ciarletgeymonatneohookean_0.1_ener
                                      0                                                                   0.359999999999997                                                                  0.0                                                                         0.0                                                                 0.20064998546390933                                                                 0.0                                    
                                      1                                                                  0.36071627011057417                                                         0.008502697435306319                                                        0.013430050898342672                                                        0.016091789888254188                                                        0.007653784660976968                           
                                      2                                                                  0.36102278290222045                                                          0.0182142150881555                                                         0.028769439059603184                                                        0.02672532560045119                                                         0.015407569797827102                           
                                      3                                                                  0.36223813627861395                                                         0.01857102186340977                                                         0.029333017052234147                                                        0.015252167928667279                                                        0.005705834906443061                           
                                      4                                                                   0.3633795913300768                                                         0.01707458850639017                                                         0.026969393472345234                                                        0.015567758324597154                                                       0.0029761893812877954                           
                                      5                                                                  0.36416452200586774                                                         0.012244404261231088                                                        0.019340094564036805                                                        0.019932595821489936                                                        0.005020531383641302                           
                                      6                                                                   0.3645133887819562                                                         0.017035341334005406                                                        0.026907402377548097                                                        0.033079909327867855                                                        0.015392457061861283                           
                                      7                                                                  0.36574178973882776                                                         0.021639155006956633                                                        0.03417914789415114                                                         0.014247488596887995                                                        0.005974557624683624                           
                                      8                                                                   0.3667861757531417                                                         0.01835501039288807                                                         0.028991825910739913                                                        0.018301410301723577                                                        0.006828171366816954                           
                                      9                                                                  0.36762612385626103                                                         0.015478060179192525                                                        0.02444766941265125                                                         0.02328047998290383                                                         0.009116078711873853                           
                                      10                                                                  0.3682480555287842                                                         0.01820895469684371                                                         0.02876113024659413                                                         0.03145688835007634                                                         0.015923448218044298                           
                                      11                                                                 0.36953033657223505                                                         0.022422071389525924                                                        0.035415768031119836                                                        0.020852679037653605                                                        0.008723808383441964                           
                                      12                                                                  0.3708235845711428                                                         0.01972767610942846                                                         0.03115995791588438                                                         0.023355747600306984                                                        0.006452252777059514                           
                                      13                                                                  0.3717377538094537                                                         0.018932079864447626                                                        0.029903309876139338                                                        0.024512656808595823                                                        0.009140702409445667                           
                                      14                                                                  0.3726236079429455                                                         0.020553086809947427                                                        0.03246369802946012                                                         0.02899737474738008                                                         0.012350270614352177                           
                                      15                                                                 0.37391942710325204                                                         0.01831977923578036                                                         0.028936178131107135                                                        0.023668935329841757                                                        0.006048737443032197                           
                                      16                                                                  0.3750934325860383                                                         0.017845225741207525                                                        0.028186618637241655                                                        0.02381838575948547                                                        0.0051330775966666855                           
                                      17                                                                  0.3757979828545214                                                         0.01868943751398053                                                         0.02952005513355197                                                         0.03270430753282269                                                         0.012634501702066373                           
                                      18                                                                 0.37688811546794154                                                         0.025611173993710337                                                        0.040452970709459156                                                        0.028492523508190277                                                        0.01052045714041119                            
                                      19                                                                 0.37809379534631465                                                         0.02173636509513623                                                         0.03433269168916651                                                         0.02653292851830755                                                         0.010045584153156085                           
                                      20                                                                  0.3790675308245143                                                         0.020905323509903928                                                        0.033020057566497986                                                        0.02665985268476817                                                         0.011055602214045465                           
