#        k_frame                  mesh_V                 im_ener                  im_err                 reg_ener       
            0               0.359999999999997              0.0                     0.0             0.20064998546390933  
            1               0.361304504733186      0.06320778612648022     0.09937022339437024      0.2380885348290712  
            2               0.3615080306136542      0.0651156075454742     0.10236954756343133     0.25695042846657945  
            3               0.3627830654614797     0.06645431210160999     0.10447415174203811      0.2421164121959874  
            4               0.3641080908523473     0.06603385996069032     0.10381315053110779      0.2313748604276352  
            5               0.3641745908446332     0.06489194242019636     0.10201791915138864      0.2512625585121887  
            6              0.36392753177637177     0.06388010347008242     0.10042718692243902     0.24968008725395346  
            7               0.3666181375480512     0.06540907618948191     0.10283091548186998     0.24445586692411478  
            8               0.3672770378717222     0.06609725573644176      0.1039128162967474      0.2722340118938544  
            9               0.3675526612698327     0.06431056669111251     0.10110392675242176      0.2705541726073075  
            10              0.3679551458648902     0.06548002415132545     0.10294245419014969      0.2400923242800181  
            11              0.3698391438815522     0.06659724895295495     0.10469886562176513      0.2532261495559724  
            12             0.37097256753053043     0.06705600549589888     0.10542008594839937      0.2361892205719192  
            13             0.37166511560395316     0.06741992731287579     0.10599221470764301     0.22970253652193792  
            14              0.3723210891538442     0.06579714561126486     0.10344100717307288     0.22072004856568314  
            15             0.37407197925951674     0.06593504038119438     0.10365779429587121     0.24017961160371454  
            16             0.37428265200653504     0.06837417202708543     0.10749240188765538     0.24164812867648697  
            17              0.3762047198363445     0.06531651856681937     0.10268540379407848      0.2573187103191131  
            18             0.37713137472208874     0.06793978701200327     0.10680949652689008     0.24880197105564625  
            19             0.37744605725590363      0.0654048723459755     0.10282430653550519      0.2261597126039533  
            20             0.37845548055504175      0.0677339786843439     0.10648594114314336     0.24174901162292972  
