#        k_frame                  mesh_V                 im_ener                  im_err                 reg_ener       
            0              0.35999999999999727             0.0                     0.0             0.24062418831032034  
            1              0.36131517652157946      0.0642311473523017     0.10082042271981854     0.08139691044993229  
            2              0.36119860040764884      0.0669461641946369     0.10508204900269162     0.08047497754619426  
            3              0.36205945589243715     0.06787363679867801     0.10653785640852219     0.09946674429001909  
            4               0.3633486360364382      0.0674748334512179     0.10591187472003587      0.0836761324004139  
            5               0.3631365232805168     0.06649223217243594      0.1043695345879429     0.08268166868525857  
            6              0.36324375008847926     0.07206606814227004     0.11311850641569692     0.08403361854430659  
            7               0.3665706635116548     0.06737335243864637     0.10575258504505343     0.08294366112204705  
            8              0.36676073951437865     0.06713046341755928     0.10537133428448882     0.18275993861180764  
            9               0.3675972783267513     0.06679612220620161     0.10484653559022217     0.09548610712751722  
            10              0.3679136022624302      0.0664455263039392     0.10429622271980034     0.07412538262014946  
            11             0.36857353866626935     0.06795231480414655     0.10666135334259659     0.08276720405194792  
            12             0.37057136938566765     0.06826682914911399     0.10715503079533055      0.0790735800215867  
            13             0.37093999530597926     0.06829230741727241     0.10719502275984913     0.10720119794862329  
            14             0.37183613415595257      0.0667185617623525     0.10472479283678335      0.0820531751643965  
            15             0.37309663093081746     0.06673154957014947     0.10474517914975254     0.07859785115812995  
            16             0.37419638969268254     0.06943923667039793     0.10899530030269917     0.14047371055824592  
            17              0.3751875934197716      0.0664496701632544     0.10430272712872143     0.09103070124762704  
            18              0.3758775031631018     0.06981310665320609     0.10958214533447516     0.09142141311370866  
            19              0.3774134177444014     0.06667291170347922      0.1046531382202537      0.1458062571841417  
            20             0.37860677908744833     0.06897417552293165     0.10826531705608301      0.1145798006478368  
