#        k_frame                  mesh_V                 im_ener                  im_err                 reg_ener       
            0               0.3600000000000002             0.0                     0.0             0.18929694486000911  
            1              0.36136643294691806     0.06351665463499256     0.09956393518729918     0.04571883271700793  
            2              0.36218432081130286     0.06919607924760098     0.10846657446010763      0.0530643098334457  
            3              0.36352545578417506     0.07011682170531683     0.10990986115256689     0.04554684293864814  
            4               0.3643772001299611     0.06794264871195575     0.10650179093474844     0.04790014397160004  
            5               0.3646269150837329     0.06520331050497363      0.1022078101943679     0.05304625572001769  
            6               0.3650260962894097     0.06571102583820491     0.10300366660119428      0.0565921903406756  
            7               0.3667063778697687     0.06983813743465456     0.10947301663011227     0.04889648624800184  
            8              0.36741852881670356     0.06734531953621804     0.10556546260196079     0.04316034136277958  
            9               0.3683604729605692      0.0666650487614543     0.10449912125074175     0.057600332205324574 
            10              0.3690118720454161     0.06730760243848986     0.10550634011361121     0.04962158380451316  
            11              0.3708973583183419     0.06949247475865218     0.10893118179217973     0.04941483759491859  
            12             0.37198515754756617     0.06899156057314347     0.10814598635348746     0.05547292764576404  
            13              0.3723922818246342     0.06918321665059632     0.10844641201953403     0.039115711681655334 
            14             0.37321669307843514     0.07048610531098437     0.11048872238497442     0.044426850641671095 
            15             0.37391773013854945     0.06768471749786296     0.10609747734439497     0.05280471224545671  
            16              0.3753254890114077      0.0693347379898495     0.10868392548568855     0.04856988797266329  
            17             0.37745468030291246     0.06885102991388763     0.10792570105146104     0.062390269509564486 
            18             0.37774184795526783     0.07307071583582776     0.11454016363701651     0.055473255019714535 
            19              0.378663558020614      0.07093548786545614     0.11119314071092135     0.04552598070680917  
            20              0.3799369629610203     0.07011298553290436     0.10990384785694172     0.06082077149189585  
