#        k_frame                  mesh_V                 im_ener                  im_err                 reg_ener       
            0              0.35999999999999727             0.0                     0.0             0.24062418831032034  
            1              0.36134694799881717     0.06385223125417347     0.10022565705295142      0.1437844204729844  
            2               0.3611257114414167     0.06654117422717098     0.10444635648589375     0.14716098488383245  
            3              0.36234787624194875     0.06767253919544194     0.10622220354846976      0.1619503670335194  
            4              0.36349702135495326     0.06714579520831165      0.1053953998303871     0.14370742420916754  
            5              0.36391694819441617     0.06611182597248814     0.10377242998270185     0.15039302730312182  
            6               0.3646639912022465     0.06517591629542457     0.10230337932490231     0.15196088760558726  
            7               0.3663835599853955     0.06704915549868756     0.10524370930674784      0.1456615388364052  
            8              0.36687762500725013     0.06675726034702918     0.10478553607159374     0.15852661736953425  
            9              0.36745856309203856     0.06599293940912981     0.10358581968430954     0.18932160729903266  
            10             0.36804835086452875     0.06596814038739472     0.10354689389896343     0.13021229337873377  
            11              0.3688839035939164     0.06830543594117573     0.10721562994785964      0.3446885082296894  
            12             0.36892283357718464     0.07414653980345354      0.1163841188324679      0.3423300530931141  
            13             0.36892283357718464      0.0803604007447158      0.1261377058793258     0.34272101570787966  
            14             0.36892283357718464     0.09065861498889538     0.14230229823297985      0.3435331482767619  
            15             0.36895932673823284      0.1008773756398753      0.1583421762512498      0.3373954250524129  
            16             0.36895932673823284     0.10982873247328617     0.17239267382231774     0.33907334010059925  
            17              0.3690032367741335     0.12074075147128285     0.18952072482957244     0.33112164588039217  
            18             0.36900323677413355     0.13549383283130537     0.21267789950962343     0.33369974468690905  
            19              0.3690032367741335     0.13890389249711918     0.21803049978502287      0.3366882754681134  
            20              0.3690222431562332     0.14870114701637357     0.23340876068867905     0.33703523530336615  
