#        k_frame                  mesh_V                 im_ener                  im_err                 reg_ener       
            0              0.35999999999999727             0.0                     0.0             0.24062418831032034  
            1                0.36107968632102      0.06313434155836013     0.09909882146645448     0.26039856547382956  
            2              0.36075105144341785     0.06630848456718098     0.10408111515283694      0.2725834432930256  
            3               0.3622437718727216     0.06700990097200123     0.10518209343754227      0.262471286747633   
            4              0.36383185454825095     0.06672594538204771     0.10473638253569982     0.24385318192063404  
            5               0.3632546290827027     0.06562055964389467     0.10300131377259988      0.2595827768351915  
            6              0.36441695481164577     0.06469616658866352     0.10155034018066811      0.2635129106784253  
            7              0.36610059701746495     0.06663093197433897     0.10458724473691969     0.25156180016910246  
            8               0.3668696669214012     0.06620582276906009     0.10391997205777508     0.26187289630549454  
            9               0.367407433206093       0.0651216616568593     0.10221821852955391     0.29573872255517475  
            10             0.36801321065417836      0.065881710956388       0.1034112299395181      0.2247474702337094  
            11              0.3685262239499678     0.06744242250209762      0.1058610008725996     0.25703846450022705  
            12              0.3707239939790209     0.06738044044674137     0.10576371073721116     0.25393151568946887  
            13             0.37066966223848136     0.06739407127274566     0.10578510636373228     0.24275649188599546  
            14             0.37152205288984846     0.06635077830392036     0.10414750151821006      0.2477408901164706  
            15              0.3734504848555374     0.06605663028719207     0.10368579207331907      0.2340534092952411  
            16              0.3747338657665803     0.06823951484499416     0.10711215689690001     0.33617011495214716  
            17              0.3747458027529336     0.07252573178370218     0.11384001746677515     0.33508599264792804  
            18             0.37598940310523443     0.06858893406170603      0.1076606227828057      0.2835955315595977  
            19             0.37713596488363627     0.06580837762142752     0.10329612226769623     0.23449033344821696  
            20              0.378275597936113      0.06804997081864442     0.10681463910921703     0.27204873482579933  
