#        k_frame                  mesh_V                 im_ener                  im_err                 reg_ener       
            0               0.359999999999997              0.0                     0.0             0.16051998837112746  
            1              0.36064855421505065     0.008464583269049282    0.013369849392094266    0.013612288827717867 
            2              0.36085126399803813     0.018131020077785817    0.02863803214641426     0.020414167439393355 
            3              0.36215974064373263      0.0185404993524936     0.02928480660157795     0.010927843077683835 
            4               0.363343624737271      0.01705081535207359     0.026931843662427252    0.008095304439446654 
            5              0.36408573852813964     0.012259437582969887    0.019363839766974977    0.013611591186136345 
            6              0.36431827146148055     0.017018062128944633    0.026880109791258308    0.02661243070449949  
            7              0.36553219101399154      0.0215938574512431      0.0341076001902099     0.015890730856140504 
            8               0.3666040938245086     0.018274003359604933    0.028863874917729293     0.0152839822599448  
            9               0.3673537160235558     0.01535763837931339     0.024257462608992527     0.0220986508665646  
            10             0.36790527379669585     0.01817434208483184     0.028706459461871885     0.0282316857928187  
            11              0.3693031847618733     0.022396377880485437    0.03537518501181376     0.024381640549756476 
            12             0.37070061677830723     0.019715377186286735    0.03114053170849021     0.02361533614396324  
            13             0.37161659234756655     0.01896063704395361     0.029948416076518283    0.02719584515414334  
            14              0.3723856896395033     0.020500906515756853    0.032381279007473056    0.028245201008543247 
            15             0.37382995155026444     0.018384315062006693    0.029038112774504812    0.028219766478245055 
            16             0.37505613432260226     0.017844254917091386    0.028185085215948907    0.029794516832724733 
            17             0.37566505600871036     0.018854604852112194    0.029780937726955944    0.03970155574082982  
            18             0.37670907280790544     0.025591755882826316    0.04042229971128401     0.033958789328887316 
            19             0.37801511445666497     0.021781513325741794    0.03440400353339197     0.03279283288103297  
            20             0.37898831439755915     0.020930739976512108    0.033060202995969165    0.03578772139945604  
