#        k_frame                  mesh_V                 im_ener                  im_err        
            0               0.3600000000000002             0.0                     0.0          
            1              0.36061891132527046     0.008695447572219609    0.013701759252037073 
            2               0.3608670481335493     0.02224813521280086     0.03505726300581357  
            3              0.36233702983364585     0.022693641282907195     0.0357592644689033  
            4               0.3635106471411219     0.020327535234287708    0.032030897967499916 
            5               0.3640969774714351     0.014187713762953958    0.02235613942839129  
            6              0.36432216535547823     0.02028786098974249     0.031968381697606955 
            7              0.36579713948728054     0.02623278526678103     0.04133603305069079  
            8              0.36668864980742644     0.02239883575516684      0.0352947277864934  
            9              0.36727465614403804     0.018220148981331286    0.028710206439060196 
            10              0.3678657960328259     0.021630438113072855    0.03408393335476788  
            11              0.3693694942949318      0.0275381880966658     0.04339300770937916  
            12              0.3705524057022137     0.02350424905252328     0.03703657106121654  
            13             0.37138967279749135     0.02271552121789149     0.035793741544305695 
            14              0.3723876960462113     0.02463054632494767     0.03881132203807118  
            15              0.3738727434070979     0.02184086309165198     0.03441550828212613  
            16             0.37493938444374963     0.020992863580180016    0.03307928204931498  
            17              0.3754890661027895     0.022866894498414204    0.03603226638499816  
            18              0.3768766467735927     0.03160761540763325      0.0498053646174558  
            19              0.3781471629906188     0.026792519479705276    0.042218028297849625 
            20             0.37894941165379786     0.02532425427415565     0.03990442497869944  
