#        k_frame                  mesh_V                 im_ener                  im_err                 reg_ener       
            0              0.35999999999999727             0.0                     0.0             0.22057217261779363  
            1               0.3610584986022926     0.06312106300342832     0.09907797878223476     0.27736397108772776  
            2              0.36071339620758447     0.06619297301225648     0.10389980243655249      0.2715251696602567  
            3                0.36214932807285      0.06694214878796091     0.10507574621946023      0.2616142781966805  
            4               0.3636262875295626      0.0667629748755325     0.10479450588146166     0.24364591307135694  
            5               0.363130983314192      0.06567975863912207     0.10309423547755836      0.2605713255107201  
            6               0.3643977238738721     0.06472264910429709     0.10159190846227167     0.25988119505693064  
            7               0.3660904564701661      0.0665915825197227     0.10452547986408554      0.2510212360770274  
            8              0.36688847229423105      0.066195392128436       0.1039035996023495     0.26082189841261894  
            9              0.36739487795500253     0.06512129192118349     0.10221763817393727      0.295234371199183   
            10              0.368000579925263       0.0658801487672654     0.10340877784930638     0.22432416464068608  
            11             0.36852225285552515     0.06744102474999526     0.10585880689096257      0.2569745205736617  
            12             0.37071678960817284     0.06738018689048154     0.10576331274261894      0.2541832469501821  
            13              0.3706505017982183     0.06739445012383512     0.10578570102735829      0.2410875120680025  
            14             0.37152947416204574     0.06635252575629742      0.1041502444068957     0.24643775014642688  
            15             0.37345333264037384     0.06605368443207453     0.10368116811172934     0.23366922492245487  
            16              0.3747289906611859     0.06826298161626979     0.10714899151526518     0.38056982469092654  
            17             0.37531909863120116     0.06558648652768338     0.10294783090453027      0.2813587168132348  
            18             0.37574494238917505     0.06922586028831382     0.10866037405699239     0.31126194381819716  
            19              0.3757670085269801     0.07223607243700624     0.11338535366295964      0.3077707616647914  
            20             0.37576700852698003      0.0808119133498011      0.1268464226559131      0.3085790671808942  
