#        k_frame                  mesh_V                 im_ener                  im_err                 reg_ener       
            0               0.359999999999997              0.0                     0.0              0.2407799825566912  
            1              0.36065143469220706     0.00845451618767927     0.013353948389356522    0.011896991391261685 
            2              0.36085665090269675     0.018102556583101344    0.02859307392165492     0.016965277832027087 
            3              0.36216115318356507     0.018544115979527286    0.029290519081118977    0.009593739710892165 
            4               0.3633457327331308     0.017050718193186334    0.02693169019950434     0.012394889372536213 
            5               0.3640977310105507     0.01224938189519612     0.019347956760476504    0.014645457180946776 
            6               0.3643348772168825     0.01694338383901545     0.026762155078370892    0.021275446497451122 
            7               0.3655622519304074     0.021594269547562314    0.034108251098299264    0.009975412285555688 
            8               0.3666001651938758     0.01828738719484228     0.028885014748920537    0.017249271084028666 
            9              0.36738079602362905     0.015389634635381141    0.024308000847100587     0.0206297655725781  
            10              0.3679338454690952     0.018069157695702106    0.02854032022071088     0.017516686164835375 
            11              0.3693102125268954     0.022417153398242424     0.0354080000405783     0.013737397569405356 
            12             0.37072999857420397      0.019752081555315      0.03119850643333391     0.018143270188232027 
            13             0.37164534948208855     0.01891183141168756     0.029871327349035505    0.016728056837369616 
            14             0.37243508355371985     0.02049977250577321     0.032379487833329154    0.016997255486740612 
            15              0.3738267597316919     0.018341445574769737    0.028970400216230364    0.017188354374351046 
            16              0.3750672098081511     0.01786366807962775     0.028215748398185473    0.01736541147712327  
            17              0.3757105065589541     0.018616913506712688    0.029405503120338555    0.016362161224381857 
            18              0.3767231099542376     0.025608005435864875    0.04044796595732459     0.01880554576534833  
            19             0.37804352634970056     0.02173670968185479     0.03433323596552167     0.023605284331579726 
            20              0.3790498997859562     0.020837671554206003    0.032913200981830766    0.020918398092941624 
