#                               k_frame                                                                 mesh_V                                                                im_ener                                                                 im_err                                     reg_discrete-equilibrated_ciarletgeymonatneohookean_0.025_ener     reg_discrete-tractions-tangential_ciarletgeymonatneohookean_0.025_ener
                                   0                                                              0.359999999999997                                                             0.0                                                                    0.0                                                             0.2407799825566912                                                            0.0                                  
                                   1                                                             0.36063132816051635                                                    0.00826692450597244                                                    0.013057646438993441                                                   0.03765868745852012                                                   0.0007332216223334419                         
                                   2                                                              0.360904312485504                                                     0.017937261663436416                                                   0.02833198981261447                                                    0.06336067906096965                                                   0.00044417770851083634                        
                                   3                                                             0.36233571703714673                                                    0.018535840738019144                                                   0.02927744829793564                                                    0.03234569212525571                                                   0.0001533838321132654                         
                                   4                                                             0.36347585240768854                                                    0.017005372532940124                                                   0.026860066514225737                                                   0.03665930221353441                                                   0.00017905118393132279                        
                                   5                                                              0.3641540616793719                                                    0.01210170985554682                                                    0.019114708073945916                                                   0.052254768381577936                                                  0.0002839370953522143                         
                                   6                                                              0.364383971291021                                                     0.01660264502539599                                                    0.02622395650729762                                                     0.0753310660114907                                                    0.000633144554154471                         
                                   7                                                              0.3657252503480556                                                     0.0216114466555313                                                    0.034135382421748676                                                   0.05335840024411203                                                   0.0005483857368100177                         
                                   8                                                             0.36674637786299186                                                    0.018298454994322047                                                   0.028902496390655633                                                   0.06409120759559742                                                   0.0006517308332353552                         
                                   9                                                             0.36746383676310695                                                    0.01535249503692198                                                    0.02424933867530798                                                    0.08476804031580784                                                   0.0007708242506835393                         
                                   10                                                            0.36796585695262607                                                    0.017901189886707074                                                   0.028275014270305144                                                   0.09749524181844087                                                   0.0007546384364024866                         
                                   11                                                             0.3694062264698128                                                    0.022339228299687493                                                   0.035284916978077986                                                    0.0819886205925694                                                    0.000634309566227115                         
                                   12                                                            0.37075106241954603                                                    0.019535166821960007                                                   0.030855888583913398                                                   0.08933623150739525                                                   0.0005804155230744187                         
                                   13                                                             0.3715771036730238                                                    0.01872604122675344                                                    0.029577870871363272                                                   0.08865283316613812                                                   0.0003696284362389189                         
                                   14                                                             0.3724467894071149                                                    0.020338166049925773                                                   0.03212422967037023                                                    0.08741486041667633                                                   0.0005294275419978942                         
                                   15                                                             0.3743101241017809                                                    0.018616248609024652                                                   0.02940445291128896                                                    0.15557401162587658                                                    0.007764931166084307                         
                                   16                                                             0.3754145655719965                                                    0.018218674513308743                                                   0.028776482742768568                                                   0.16597622753616578                                                    0.008522815290028843                         
                                   17                                                            0.37615864920315006                                                    0.019116544900527926                                                   0.030194673274916303                                                   0.17971581956224028                                                    0.009602226639270923                         
                                   18                                                            0.37733018281425335                                                    0.026031390154575406                                                   0.04111670412719669                                                    0.18631913026395502                                                    0.010969372662790508                         
                                   19                                                            0.37860939035084157                                                    0.022268706040379435                                                   0.03517352673525451                                                    0.19598428879710597                                                    0.01109425766584392                          
                                   20                                                            0.37945100403567916                                                    0.02168188689140086                                                    0.03424664310816229                                                    0.20877291101740766                                                    0.012092374832208966                         
