#                                   k_frame                                                                        mesh_V                                                                       im_ener                                                                        im_err                                            reg_discrete-equilibrated_ciarletgeymonatneohookean_0.025_ener        reg_discrete-tractions-normal-tangential_ciarletgeymonatneohookean_0.025_ener
                                       0                                                                     0.3600000000000002                                                                   0.0                                                                           0.0                                                                   0.18929694486000911                                                                   0.0                                     
                                       1                                                                    0.36076449165185515                                                           0.007925105952040655                                                          0.012487901617470031                                                          0.008472444558236526                                                          0.012919125661073578                            
                                       2                                                                    0.36136571837183107                                                           0.022665189546399792                                                          0.03571443194697858                                                           0.017305474932465925                                                          0.02820639655825368                             
                                       3                                                                    0.36262658778134044                                                           0.022982179408095882                                                          0.036213925358240404                                                          0.006972071029196766                                                          0.011282829682312609                            
                                       4                                                                     0.3636380885384103                                                           0.020368810569980023                                                          0.03209593713978013                                                           0.00765284885597813                                                           0.014078252598670057                            
                                       5                                                                     0.3643911231417577                                                           0.014315419559928004                                                          0.02255737048299717                                                           0.009849571775737857                                                          0.016726793464404192                            
                                       6                                                                     0.3649571690398402                                                           0.020551206883327525                                                          0.03238334619528762                                                           0.01974520361097777                                                           0.029160639990445065                            
                                       7                                                                     0.3662085951493055                                                           0.02634622339481131                                                           0.04151478197734045                                                           0.009965169367397945                                                          0.02355182202233236                             
                                       8                                                                     0.3671969072895325                                                           0.022634378906114437                                                          0.03566588240745403                                                           0.013557743930515072                                                          0.03386234653644421                             
                                       9                                                                    0.36788285535277127                                                           0.018779907830754484                                                          0.029592240506920855                                                          0.014617213534943605                                                          0.03259712479052736                             
                                       10                                                                   0.36866325106302744                                                           0.022220937312293527                                                          0.035014406202662586                                                          0.019847237851822346                                                          0.03537306294016356                             
                                       11                                                                    0.3698889306224473                                                           0.02755989423024366                                                           0.04342721091905943                                                           0.014375089289714298                                                           0.0358120429707259                             
                                       12                                                                   0.37098627189893973                                                           0.02354190554922117                                                           0.037095907886347666                                                          0.01626644192932453                                                           0.037784733288012885                            
                                       13                                                                   0.37189093875664875                                                           0.022622281766074757                                                          0.03564682046738882                                                           0.018844700268023547                                                          0.03786414037342482                             
                                       14                                                                    0.3728866494088066                                                           0.024834100300731327                                                          0.03913207005567675                                                           0.02144548778541588                                                           0.04637326264552742                             
                                       15                                                                   0.37412879959425066                                                           0.02208792748338398                                                           0.03480481737601084                                                           0.01910780656470493                                                           0.047949421502250886                            
                                       16                                                                    0.3751634065961566                                                           0.021223521289361093                                                          0.03344273848724722                                                            0.0210217589419239                                                           0.05161824996925069                             
                                       17                                                                   0.37592654387418034                                                           0.023269440552132394                                                          0.03666657405807591                                                           0.026416346071830746                                                           0.0553174005489375                             
                                       18                                                                     0.37709539927706                                                             0.0317290559946022                                                           0.049996723333870875                                                          0.02365622256222773                                                           0.05869376661694029                             
                                       19                                                                    0.3783315626916514                                                           0.02703198759312514                                                           0.04259536763678154                                                           0.022428789468713163                                                          0.062323250783068565                            
                                       20                                                                   0.37913895454055996                                                           0.025493745618044555                                                          0.04017149916550604                                                           0.026838377019189147                                                          0.06370484242247547                             
