#                               k_frame                                                                 mesh_V                                                                im_ener                                                                 im_err                                     reg_discrete-equilibrated_ciarletgeymonatneohookean_0.025_ener     reg_discrete-tractions-tangential_ciarletgeymonatneohookean_0.025_ener
                                   0                                                              0.359999999999997                                                             0.0                                                                    0.0                                                                    0.0                                                                    0.0                                  
                                   1                                                              0.356494170443271                                                     0.01790899002900275                                                    0.02828733463203062                                                    0.05616280146587968                                                   0.0019957468873806404                         
                                   2                                                              0.3524014842578274                                                    0.018658223569073897                                                   0.029470752559630727                                                    0.0862743602704294                                                    0.003456266438842219                         
                                   3                                                             0.34936618171850153                                                    0.018161092213125028                                                   0.028685531226712052                                                    0.0994324625845792                                                    0.000593422495770406                         
                                   4                                                              0.347173580634203                                                     0.02551176650446186                                                    0.040295956109040715                                                    0.0697790164415909                                                   0.0002247925183780314                         
                                   5                                                              0.3444151117094793                                                    0.021382261628660842                                                   0.03377338358556436                                                    0.07135922304313169                                                   0.0003207479986274979                         
                                   6                                                             0.34111321282007134                                                    0.019611566453657622                                                    0.0309765621642825                                                    0.08534101069785856                                                   0.0003988953959694623                         
                                   7                                                             0.33789999649249824                                                    0.024125994112347858                                                   0.03810712204770749                                                     0.1377299057700971                                                    0.010339913743738969                         
                                   8                                                              0.3348238498813378                                                    0.017750076820910406                                                   0.028036330466665746                                                   0.15287496217768645                                                    0.012005965037533215                         
                                   9                                                              0.3317790385368132                                                    0.024103364869505275                                                   0.038071379051384364                                                    0.1657387172043856                                                    0.014986290410884789                         
                                   10                                                             0.3285870094189447                                                    0.020952585051013006                                                   0.03309470739467997                                                    0.18949414628859426                                                    0.01717376548726125                          
                                   11                                                             0.3257896979648264                                                    0.022077341044615634                                                   0.03487126481745449                                                    0.19711214723369178                                                    0.030732496083463644                         
                                   12                                                            0.32302081221656814                                                    0.024695772209750767                                                   0.039007089253068394                                                    0.2588181824308477                                                    0.010042961878342166                         
                                   13                                                             0.3196247235973987                                                    0.026073452605180902                                                   0.04118314196728673                                                     0.2802092960924254                                                    0.009307290383515372                         
                                   14                                                            0.31595001200767964                                                    0.023319515784234326                                                   0.036833285706077766                                                    0.3052467514985374                                                    0.030864392516365496                         
                                   15                                                             0.3131054478965064                                                    0.023335973560410707                                                   0.03685928084155143                                                    0.30935059867636183                                                    0.03636096245042887                          
                                   16                                                             0.3103742936052335                                                    0.017200513434337802                                                    0.0271682924928707                                                     0.3109022532597972                                                    0.03694315554500673                          
                                   17                                                            0.30679523430189454                                                    0.02173862402625071                                                    0.03433625968156823                                                    0.33259420360715636                                                    0.042877705105490736                         
                                   18                                                            0.30424902297945755                                                    0.019900065145874942                                                   0.03143224721600448                                                     0.4325070143203477                                                    0.013024944013491765                         
                                   19                                                            0.30129367042524674                                                    0.021995569125540765                                                   0.03474210568371059                                                     0.4601416095359783                                                    0.01608887476630683                          
                                   20                                                            0.29763204249193664                                                    0.025306719485783953                                                   0.03997208337120073                                                     0.4707840016833921                                                    0.01858465264034553                          
