#        k_frame                  mesh_V                 im_ener                  im_err        
            0              0.35999999999999727             0.0                     0.0          
            1               0.3565232740698053     0.05244462116768886      0.0825618891336188  
            2               0.3505981248081893     0.05313752438467888     0.08365270449862143  
            3               0.3485586203509718     0.05156717315452639     0.08118055080053029  
            4              0.34577664804051045     0.05363656268841815     0.08443832453341987  
            5              0.34084426252264083     0.05414012132804119     0.08523106078837156  
            6               0.3383161240035816     0.05115645238825522      0.0805339662392398  
            7               0.3354270640344077     0.052959324278668556    0.08337216977325883  
            8              0.33155027000466486      0.0506459770398489     0.07973034123095135  
            9               0.3310299923518057      0.0533835471260999     0.08404001022891938  
            10              0.3260740187396538     0.05258815941031865     0.08278785679647106  
            11              0.3248665267329395     0.05383242589909963     0.08474666571933356  
            12              0.3211818082233745     0.05334256741229825     0.08397549717663132  
            13              0.3190170408466085     0.055808228183321505    0.08785710803940086  
            14              0.3120784131236642     0.05432523198828473     0.08552247457815967  
            15             0.31189088967936646     0.05194954299669839     0.08178250340910197  
            16             0.30960006899114195     0.05431910119875084     0.08551282307235165  
            17              0.3063609623139371     0.05171540578092095     0.08141390868154616  
            18              0.3049947565452464     0.05170564467516273     0.08139854208505852  
            19             0.30095973267731047     0.052640374730406066    0.08287005770425052  
            20              0.2966279918266515     0.05300851698734045     0.08344961228059557  
