#        k_frame                  mesh_V                 im_ener                  im_err        
            0               0.359999999999997              0.0                     0.0          
            1              0.35128286181040275      0.1277558316676003     0.19242639437953177  
            2               0.3573210108298884     0.13117534410401774     0.19757687901954255  
            3               0.3503619817799668     0.13359667896030125     0.20122390420734287  
            4              0.34731268482761013     0.13107033295028395     0.19741871075889356  
            5              0.34342069480496723     0.13128293019746723     0.19773892566569273  
            6               0.3405533214494678     0.13303398501538033     0.20037637211783288  
            7               0.3380298940253207     0.13384401453675696      0.2015964421381591  
            8              0.33394755927873837     0.13201557204240852     0.19884243402811666  
            9               0.3261667094305145      0.134140496325697       0.2020430043099225  
            10             0.31780315443334206      0.1303345336094675      0.1963104465623242  
            11             0.32465687728369397     0.13451207669869325     0.20260268029859993  
            12              0.3205727670984878      0.1306112620849686     0.19672725620668835  
            13              0.3191502636497872     0.13470967790612964     0.20290030810451457  
            14              0.3121904052184905     0.13550680691742292     0.20410094731993278  
            15              0.3154868570427164     0.13231260213496923     0.19928982205720006  
            16              0.3064062368554917     0.13254056720682542     0.19963318404897112  
            17              0.3039001786463182      0.1331378170238092      0.2005327643446483  
            18             0.29816991133453924     0.13026890365480961     0.19621159443656785  
            19             0.30106377168615267     0.13515758355425192      0.2035749455575793  
            20              0.3025787782617331     0.13737030783638726      0.2069077605830035  
