#        k_frame                  mesh_V                 im_ener                  im_err        
            0              0.35999999999999727             0.0                     0.0          
            1               0.3641309246829046      0.1293662495338497     0.19672926378132197  
            2              0.35385613736107807     0.13217019564169466      0.2009932681523732  
            3               0.3544374741547389      0.1361088189346013     0.20698279373201633  
            4              0.35553418608490184     0.13698004916869683      0.2083076870728625  
            5              0.34381498838465746     0.13697348595353484     0.20829770628968677  
            6               0.3390956845272586     0.14697076627602368     0.22350072566101134  
            7              0.33672960134605345     0.14106968698798314      0.2145268627869264  
            8              0.33250290367232815     0.15152109798148714     0.23042048571900392  
            9               0.3270886845794806     0.14249953995239936     0.21670126238511173  
            10             0.32703178155249313     0.14073514798064832     0.21401812412551927  
            11              0.333212686493178      0.14227153461551428     0.21635453113004913  
            12             0.33113553731035433     0.14457191693050506     0.21985275822463063  
            13              0.3276512265201609      0.1415500401012698     0.21525734322268505  
            14              0.3277510217388986     0.14580466584798804     0.22172741863905499  
            15              0.3205798953529902     0.14285846116641987      0.2172470794467038  
            16             0.31317299929951675      0.144024406826123       0.2190201511100545  
            17              0.2804054323284341      0.1456468600366893     0.22148744089223865  
            18              0.2871529607312124      0.1462728372908904      0.2224393742195677  
            19             0.31379121287079587     0.14931964425920868      0.2270727008710002  
            20             0.30136711499787444      0.1479644014363596     0.22501176207324788  
