#        k_frame                  mesh_V                 im_ener                  im_err        
            0              0.35999999999999727             0.0                     0.0          
            1              0.35423726287744883      0.090400077488773      0.13860722206943987  
            2               0.348390891562224      0.08910680511258719     0.13662429355409073  
            3               0.3468503902345893     0.09178237676719571      0.140726652366107   
            4               0.3468978350400007      0.0955671383782869     0.14652969266962398  
            5              0.34327667137053186      0.0952067716094365     0.14597715512602844  
            6               0.3444504286926911     0.09448135001296165     0.14486489200513628  
            7               0.3430357866473178     0.09629036130769382      0.147638584652537   
            8              0.34532215238259073     0.09620256729009337      0.1475039732093618  
            9               0.3280152466735976     0.09648109030549674     0.14793102263807784  
            10             0.33214664159792423      0.0967623659410596     0.14836229256133673  
            11              0.3337424568017723     0.09750560992316758     0.14950188211193874  
            12             0.32619172962662574      0.0963549983886432     0.14773769038874815  
            13             0.32800247364948626     0.09961707729659748     0.15273931990238446  
            14              0.3220815691516237      0.0976701811841993     0.14975421337047007  
            15              0.314875288934688      0.09872397213053782      0.1513699535310031  
            16              0.3101166244480688      0.0972940218924087      0.1491774617134023  
            17             0.31114977283908013     0.09406301225624523     0.14422346960865187  
            18              0.3103308129559054     0.09679550745343353     0.14841310726297127  
            19              0.3132406810229675     0.09882001224933201     0.15151720842771416  
            20             0.30686772005108615      0.0988470151894675     0.15155861107496688  
