#        k_frame                  mesh_V                 im_ener                  im_err        
            0               0.3600000000000002             0.0                     0.0          
            1               0.3493665419628468     0.17298454539493557      0.2577642595632279  
            2               0.3444332597470296     0.17605236592469176      0.2623356187301413  
            3              0.33668500250361805     0.17054374340757478     0.25412722068454596  
            4              0.34031421594325956      0.166944187384618      0.24876352249465564  
            5              0.33841475843614055     0.17324806224514266     0.25815692600415757  
            6              0.33228367611918536     0.17530144285920446     0.26121666832030915  
            7               0.3355845666817254     0.17467143431859425      0.2602778926359372  
            8              0.33195405611912976     0.17208203605491904      0.2564194304558233  
            9              0.32634776255693954      0.1718488994425892     0.25607203360532965  
            10             0.32487669786600043     0.16880358192038641      0.2515342061684718  
            11              0.319529856607257       0.1725099688579412      0.2570570930970841  
            12             0.31971870282499537     0.17079072923396918     0.25449525424799413  
            13              0.3132590409998427      0.1756492183715647      0.2617348885880972  
            14             0.31397412336148567     0.17734834178220188     0.26426675226903773  
            15              0.3136159698105899     0.17342684718788615      0.2584233334354233  
            16              0.3097192301154234     0.17219140287912635     0.25658239795328514  
            17              0.3066779866444442     0.17533831880971526     0.26127161717170744  
            18              0.3070313665070476     0.17741797625426878      0.2643705145912233  
            19              0.2999490386525336     0.17366670253069952     0.25878074186576266  
            20             0.29777443834186784     0.17141566340111988      0.2554264686088123  
