#        k_frame                  mesh_V                 im_ener                  im_err        
            0              0.35999999999999727             0.0                     0.0          
            1               0.3561001734330034     0.05103974158737354     0.08026691425452659  
            2              0.35113939098276725     0.04998366761658449     0.07860609473970498  
            3               0.3476673081742465     0.051377530644058846    0.08079813334784161  
            4               0.3470971429376257     0.054882279528573774    0.08630982618655693  
            5               0.3452764879047017     0.05373741829031146     0.08450937665474217  
            6              0.33984916585826613     0.05190026898756002     0.08162021027241878  
            7               0.3375361857108827     0.05508482657537779     0.08662835888152551  
            8               0.3321600498830034     0.05286874716516172     0.08314327352511688  
            9              0.32851174876966266     0.05480356955612346     0.08618604408239346  
            10              0.3272047350570268     0.05217315719587796      0.082049363981605   
            11             0.32503318275570364     0.05266288163562009     0.08281952206608191  
            12             0.32233970949777935     0.053643597172831826     0.0843618302260615  
            13              0.3190028577214604     0.054523813834476915    0.08574609027731439  
            14              0.3141926476368933     0.053881364758984404     0.0847357519947982  
            15             0.31206024318465525     0.05273519813705036     0.08293324957015938  
            16              0.3099348455113439     0.05027505256701815     0.07906433708388848  
            17             0.30520489843488785     0.05061752475225736     0.07960292103185182  
            18             0.30569314754127835     0.05280041103562368      0.0830358056955487  
            19             0.30082664129355713     0.05183623838827545     0.08151951347297198  
            20              0.295697115927474      0.054141178252445715    0.08514434394203853  
