#        k_frame                  mesh_V                 im_ener                  im_err        
            0               0.359999999999997              0.0                     0.0          
            1               0.3556985110145591     0.04873995158979271      0.0765515979216018  
            2              0.35082477873440265     0.050102759310434924    0.07869204134167497  
            3               0.3474215639235615     0.049708794184861765     0.0780732746235249  
            4               0.3448664040982994     0.05295109680895629     0.08316567703107709  
            5               0.3441941976315917     0.05146957765123778     0.08083878389360898  
            6               0.3409145685712616     0.04957045663362812      0.0778559998775706  
            7               0.3349452469691713     0.05085614864219744     0.07987532436355607  
            8               0.3323081449871967     0.049455750384410004    0.07767584075999201  
            9               0.3308651760924111     0.05159969344245856     0.08104314543702237  
            10             0.32733497173270004     0.05196907676091141     0.08162330365119408  
            11             0.32458044541180503     0.05162982893495848      0.0810904766310383  
            12              0.321306378593443      0.05233352624062127     0.08219571271446711  
            13              0.3191536165396111     0.053903188173443174    0.08466104403374136  
            14              0.3134856492387193     0.05089430577195594     0.07993525444472847  
            15              0.3112578364536046     0.051515494727274826     0.0809109018467023  
            16              0.3088992201008199     0.04940976704987296      0.0776036187404422  
            17              0.304658542790514      0.05188332657645409     0.08148862330318046  
            18              0.3039980013575626     0.049127792513196454    0.07716074588867043  
            19              0.3017291443604881     0.04933913521782991      0.0774926834721323  
            20              0.2947003010809735     0.05078489886997147     0.07976341855040811  
