#        k_frame                  mesh_V                 im_ener                  im_err        
            0               0.3600000000000002             0.0                     0.0          
            1              0.35311232002224513     0.17640955725413054      0.2648728623310291  
            2              0.35095808001550577     0.17208914460588612      0.2583859118369402  
            3              0.34549210384413764      0.1716774261842984     0.25776773083531085  
            4               0.3451560167295477     0.17120034907556547     0.25705141602045833  
            5               0.3409775436039949     0.17027810701495377     0.25566670139298275  
            6              0.33963713594401007      0.1720913404157734     0.25838920876970867  
            7               0.3321528811362857      0.1744906639644054      0.2619917102774297  
            8               0.3315619695325682     0.17365286918435252      0.2607337903274412  
            9               0.3297733827914788     0.17799610213772363      0.2672550047221501  
            10             0.32699824892090773      0.1752179522177028     0.26308370849107016  
            11              0.3260915378014981     0.17272284362539875      0.2593373890458132  
            12              0.3271913479233188     0.17533814287998645     0.26326417062271457  
            13              0.3183356503222154     0.17672748085771403     0.26535021365028016  
            14              0.3119837548265457      0.1729957469720372      0.2597471440029084  
            15              0.3066094544683447     0.17502716533925033     0.26279724857712056  
            16             0.30687140541946667     0.16817486957082065      0.2525087629532484  
            17             0.30450787640680854      0.172637556734873       0.2592093337229356  
            18              0.3015745371517014     0.17344921648421333      0.2604280128262279  
            19              0.2927699088202826     0.17439750790775882     0.26185183967318626  
            20             0.29159773596745725     0.17064628901044138      0.256219513953263   
