#        k_frame                  mesh_V                 im_ener                  im_err        
            0              0.35999999999999727             0.0                     0.0          
            1               0.3597862174219234     0.13442303544182435      0.1983251151552194  
            2               0.3555734873073218     0.13954267975942372     0.20587853816418786  
            3              0.35184291555015823     0.13841391586388962     0.20421318200830982  
            4              0.36202512500554007     0.13303208567613184     0.19627293509880725  
            5              0.36914142551936163     0.14098484580719908      0.2080062817206245  
            6              0.35481080807657656     0.14225084760757317     0.20987411599486663  
            7               0.3435130757615275     0.13720767117149052     0.20243351220142647  
            8               0.3347451608881492     0.13835386499883467     0.20412458413750553  
            9              0.33575257454276947      0.1425917166457562     0.21037702750127846  
            10              0.3363901085657843     0.14019949719051789     0.20684759374479986  
            11              0.3374470308626058     0.13725224100622263     0.20249926966313414  
            12              0.3363365155412626      0.1422153383346893     0.20982172630874904  
            13             0.33456249305151337     0.14496603442190212     0.21388004947085015  
            14              0.3317245841283527      0.1429809528101455     0.21095129891890682  
            15              0.3135926754965654      0.1399063502066249     0.20641509042312667  
            16              0.3164572044326146     0.14211469442149166     0.20967323824932538  
            17             0.32109212447128777      0.1443415611518587     0.21295871383231432  
            18             0.31134214700513274     0.13919512720733115     0.20536576593218392  
            19             0.31170927808030674     0.13752963795473486     0.20290853569091405  
            20              0.3095565589141258      0.1452529430406955      0.2143033488307716  
