#        k_frame                  mesh_V                 im_ener                  im_err        
            0               0.3600000000000002             0.0                     0.0          
            1               0.3544801139448145      0.0645399083704149     0.10120146545203706  
            2               0.3513973188749255     0.06322619443377209     0.09914150319101282  
            3               0.348576340385619      0.06447087599951563     0.10109321960423483  
            4              0.34685050805088924     0.06692200100225305     0.10493669333307055  
            5              0.34386624975639274     0.06551292315963125     0.10272719619850863  
            6               0.3407515452852999     0.06324234728551312     0.09916683158562473  
            7               0.3369473495103005     0.06592353009687935     0.10337104625692192  
            8               0.333110210451094      0.06280612077844057     0.09848280889486735  
            9              0.33187964000082404     0.06569565789448907     0.10301373244288108  
            10             0.32723229392818276     0.06585996333418973      0.1032713707274602  
            11             0.32518964878726997      0.0650867370327623     0.10205891727336784  
            12              0.3217037114481124      0.0660182596669574     0.10351958646337091  
            13             0.31898178421220114     0.06724868933162538     0.10544895525772047  
            14             0.31492807094199526      0.0655540187400753     0.10279163590828742  
            15              0.312018788301167      0.06561479356321316     0.10288693355155089  
            16             0.30988974305426964     0.06306696178261503      0.0988918192659533  
            17             0.30594665844583496     0.06551239998806076     0.10272637584206633  
            18              0.303921429013344      0.06240742224331157      0.0978576317440561  
            19             0.30005923978656873     0.06248805296007595     0.09798406431737447  
            20             0.29674038869200203     0.06519415276861468     0.10222734995564683  
