#        k_frame                  mesh_V                 im_ener                  im_err        
            0              0.35999999999999727             0.0                     0.0          
            1               0.3555084140668147     0.051188862761047824    0.08053093756053066  
            2              0.35083485688782345     0.05114718379125106      0.0804653677015174  
            3              0.34523265218147337     0.05240630590951032     0.08244623383562068  
            4               0.3457061454445664     0.05570414210795874     0.08763442960042674  
            5              0.34387184163705986     0.05369348512117984     0.08447123972817294  
            6               0.3381179139119709      0.0514335402682396     0.08091586717199921  
            7               0.3360844450810167     0.05429394421190621      0.0854158892268083  
            8               0.3328445741791534     0.050682942871404284    0.07973501827563266  
            9               0.3290475317811876     0.054002238146072516    0.08495697371850057  
            10             0.32727198971120175     0.05198384863368201     0.08178161894349985  
            11              0.3243191926770505     0.05279437764801343     0.08305675298484042  
            12             0.32320936790110627     0.05259092636286963     0.08273668096415483  
            13              0.3187349837997133     0.054474525659674713    0.08569998214293188  
            14              0.3148231263839469     0.05282075512086316      0.0830982503439238  
            15              0.3142239990119763     0.05424043352665788      0.0853317055700494  
            16             0.31118140238184283     0.05084793643282423     0.07999458814055864  
            17             0.30669588675098325     0.05320409227822308     0.08370132099286727  
            18             0.30331958889721145     0.05192386371307287     0.08168724994142419  
            19              0.3006706577632135     0.05294559573374636     0.08329465110492618  
            20              0.2959998810624371     0.052791869792360314    0.08305280759601716  
