#                               k_frame                                                                mesh_V                                                               im_ener                                                                im_err                                    reg_discrete-equilibrated_ciarletgeymonatneohookean_0.05_ener     reg_discrete-tractions-tangential_ciarletgeymonatneohookean_0.05_ener
                                   0                                                            0.35999999999999727                                                           0.0                                                                   0.0                                                                   0.0                                                                   0.0                                 
                                   1                                                             0.3565699757735173                                                   0.018102306009074632                                                  0.02857046615121069                                                   0.032794503400190446                                                 0.00029594233283900396                       
                                   2                                                             0.3525549324613153                                                   0.018904281948702827                                                  0.02983620690411513                                                   0.05929748154455705                                                  0.0002607754354335724                        
                                   3                                                            0.34946425098695166                                                   0.018402754513589543                                                  0.029044657330175513                                                  0.06838843614650332                                                  0.0005532520651521301                        
                                   4                                                             0.3472334837423184                                                   0.025677165465214764                                                   0.0405256980196445                                                   0.04276940796669747                                                  0.00013556392915340016                       
                                   5                                                            0.34441262144960316                                                   0.021591261479155122                                                   0.0340770068157562                                                   0.039226033441159644                                                  0.000362314833684553                        
                                   6                                                             0.341109578724275                                                    0.019852792300140726                                                  0.03133321965355405                                                   0.05163351466133638                                                  0.0023739940302385533                        
                                   7                                                             0.3378163645504512                                                   0.023882008868023913                                                  0.03769244236865434                                                   0.04762410681791991                                                   0.00215168842096017                         
                                   8                                                             0.3347313797792784                                                   0.017290299765001894                                                  0.027288894792333974                                                  0.04651701852094446                                                  0.0005532774979063024                        
                                   9                                                             0.3315598702963379                                                   0.023693254253687606                                                  0.037394535167379714                                                  0.06088638741700366                                                  0.0012434159301350257                        
                                   10                                                           0.32830339093043853                                                   0.020307481429397447                                                  0.032050845373185595                                                  0.06238329462783104                                                   0.010608643645541021                        
                                   11                                                            0.3256266896423368                                                   0.021490488668838324                                                  0.03391795933502777                                                   0.07308758410592765                                                   0.03857290694720377                         
                                   12                                                            0.3230045694883175                                                   0.023684808873639433                                                  0.03738120601226105                                                   0.07739729735133395                                                   0.01397720829171096                         
                                   13                                                            0.319501834333301                                                    0.025267333815888554                                                  0.03987886986090607                                                   0.08838307547335555                                                   0.059269100208422305                        
                                   14                                                           0.31572165339371805                                                   0.022234067314005287                                                  0.03509153293950976                                                   0.09819682749552464                                                   0.009751639572740703                        
                                   15                                                            0.3130871158307649                                                   0.022577086267566424                                                  0.03563291210949117                                                   0.08915403639367948                                                   0.08334600138721401                         
                                   16                                                           0.31025610188782393                                                   0.016234805944128437                                                  0.025623032417288496                                                  0.08601306704492463                                                   0.034788975670569544                        
                                   17                                                           0.30654133817116225                                                   0.020334787635215273                                                  0.03209394214928943                                                   0.12351106375703291                                                   0.12221788544682806                         
                                   18                                                           0.30424649981705865                                                   0.017518934574243916                                                  0.02764974401646946                                                   0.09734240111957082                                                   0.02944019952891043                         
                                   19                                                            0.3012455518271884                                                   0.019531172101940032                                                  0.03082561366227138                                                   0.11329001383832434                                                   0.02129261333564004                         
                                   20                                                           0.29750416919946066                                                   0.022433480604683937                                                  0.03540626249211924                                                   0.12179434213763668                                                  0.0038975142275112567                        
