#                               k_frame                                                                mesh_V                                                               im_ener                                                                im_err                                    reg_discrete-equilibrated_ciarletgeymonatneohookean_0.05_ener     reg_discrete-tractions-tangential_ciarletgeymonatneohookean_0.05_ener
                                   0                                                             0.359999999999997                                                            0.0                                                                   0.0                                                                   0.0                                                                   0.0                                 
                                   1                                                            0.35654318220610415                                                   0.06931537751460093                                                   0.10835902247451482                                                    0.2542432829793299                                                  0.0021095184139458623                        
                                   2                                                             0.3519356721877232                                                   0.06767503611184704                                                   0.10579471716016456                                                    0.2668179983306685                                                  0.0031795779216457123                        
                                   3                                                             0.3487407741812737                                                    0.0664449508968602                                                   0.10387175523979919                                                   0.28154788135675685                                                  0.0043376154770604115                        
                                   4                                                            0.34660685618121584                                                   0.06959668148946202                                                   0.10879877805007555                                                    0.253565709026282                                                   0.0010046709241969779                        
                                   5                                                             0.3438292842137794                                                   0.06811712629731992                                                   0.10648582585871168                                                    0.269778070671889                                                    0.003064311060217387                        
                                   6                                                             0.3413471802537717                                                   0.06718429989259418                                                   0.10502756131513034                                                    0.2700739900029475                                                   0.003533248477236463                        
                                   7                                                             0.3377711803379575                                                    0.0690609909551785                                                   0.10796134623155035                                                    0.2477930374579893                                                   0.034596895396841555                        
                                   8                                                             0.334793003660063                                                     0.0692555044347109                                                   0.10826542436335895                                                    0.3211061841300573                                                   0.028145901991179993                        
                                   9                                                            0.33212007560950146                                                     0.06985302290961                                                    0.10919951027866528                                                   0.23634546431813494                                                    0.0122677569848734                         
                                   10                                                            0.3289400100349666                                                   0.06909780471596155                                                   0.10801889627708278                                                   0.24923863559595405                                                   0.010439276605931686                        
                                   11                                                            0.3255023577995519                                                   0.06775923031783791                                                   0.10592633588873986                                                    0.2522700184911202                                                   0.04356206690320368                         
                                   12                                                            0.3221877330145581                                                   0.06960478082623515                                                   0.10881143954377144                                                    0.4362375643366491                                                   0.016569176490874627                        
                                   13                                                           0.31902520605614965                                                   0.07144154918155715                                                   0.11168281427519938                                                    0.4104605891482412                                                   0.01562937726807578                         
                                   14                                                           0.31552683900905515                                                   0.06944505580902412                                                   0.10856174535829193                                                   0.36888429055827526                                                   0.01956690928183218                         
                                   15                                                            0.3126041920879016                                                   0.07204141996093621                                                   0.11262057749016345                                                   0.38040736993888674                                                   0.02242368503108329                         
                                   16                                                           0.31022819769052573                                                   0.06992312253347367                                                    0.1093090952941418                                                   0.41459805312591524                                                   0.03670137310185958                         
                                   17                                                           0.30622120050003093                                                   0.07044750798957322                                                   0.11012885416237896                                                   0.44211566066991886                                                   0.033655822731483695                        
                                   18                                                           0.30409991369893935                                                   0.07006160439464255                                                   0.10952558057698616                                                    0.498814729604694                                                    0.020247701098441387                        
                                   19                                                            0.3009306487064144                                                   0.06922257858514473                                                   0.10821395219367509                                                    0.4212486957688053                                                   0.032933178607471664                        
                                   20                                                           0.29735607488388344                                                   0.07198544141798023                                                    0.1125330676126766                                                    0.4524567020586284                                                   0.030729628434652535                        
