#        k_frame                  mesh_V                 im_ener                  im_err        
            0               0.359999999999997              0.0                     0.0          
            1               0.3511814169184994     0.08934832822567473     0.13754701345110787  
            2               0.3451974870170514     0.08825802918117047     0.13586855588711885  
            3              0.34505171495173603     0.08788347115390842     0.13529194366574737  
            4               0.3392126815045055      0.0905077087465808     0.13933181828485064  
            5              0.34321586830689865     0.08895307376755307      0.1369385401718927  
            6               0.3334558430933421     0.09052013140584937     0.13935094231006123  
            7               0.3318515355276022     0.09174660330783409     0.14123903076733604  
            8              0.32984203287604325     0.09178485101205383     0.14129791107983053  
            9              0.32296045203715723     0.09309931970638169     0.14332146593273287  
            10              0.3227605888766843     0.09053419944701264     0.13937259931344947  
            11              0.3186598237090591     0.08789905552286834      0.1353159349753726  
            12             0.31571248295526194      0.0922533126848256      0.1420190829840582  
            13             0.30829350497603186     0.09078583851793963     0.13975998431953704  
            14              0.3140899729118486     0.09022341912647559     0.13889416948965602  
            15              0.3094965132883921      0.0948577094644961      0.1460284137236391  
            16              0.3084224761528344      0.0909485670242783     0.14001049622608006  
            17              0.3051444853907816     0.09231194611826016      0.1421093460456897  
            18              0.3029134136441277     0.09235963731264259     0.14218276411053196  
            19              0.3001280067773815     0.09047716392412929      0.1392847961503795  
            20              0.2919957967529216     0.09167476130430018     0.14112843381244425  
